id,outcode,latitude,longitude
1685,NE82,54.938084,-1.615518
1686,NE83,54.934641,-1.615103
1687,NE85,54.921656,-1.554823
1688,NE88,54.941776,-1.614988
1689,NE9,54.930469,-1.576540
1690,NE92,54.941776,-1.614988
1691,NE98,54.972045,-1.598706
1692,NE99,54.973237,-1.612490
1693,NG1,52.955748,-1.148847
1694,NG10,52.901919,-1.280303
1695,NG11,52.889513,-1.192261
1696,NG12,52.912365,-1.040657
1697,NG13,52.940184,-0.947478
1698,NG14,53.014252,-1.023714
1699,NG15,53.05603,-1.196679
1700,NG16,53.038356,-1.281711
1701,NG17,53.118351,-1.264663
1702,NG18,53.131449,-1.182976
1703,NG19,53.167572,-1.196621
1704,NG2,52.931731,-1.132677
1705,NG20,53.205003,-1.191404
1706,NG21,53.140363,-1.116317
1707,NG22,53.171453,-0.945034
1708,NG23,53.107975,-0.801738
1709,NG24,53.07,-0.799
1710,NG25,53.073,-0.955
1711,NG3,52.984252,-1.157572
1712,NG31,52.917961,-0.631874
1713,NG32,52.949,-0.649
1714,NG33,52.818,-0.579
1715,NG34,52.988,-0.391
1716,NG4,52.977983,-1.082224
1717,NG5,53.008817,-1.145227
1718,NG6,53.005886,-1.185541
1719,NG7,52.952231,-1.185750
1720,NG70,53.154588,-1.186926
1721,NG8,52.964498,-1.213406
1722,NG80,52.916642,-1.159018
1723,NG9,52.931752,-1.241258
1724,NG90,52.927165,-1.191062
1725,NN1,52.243672,-0.882083
1726,NN10,52.286755,-0.582408
1727,NN11,52.217508,-1.187850
1728,NN12,52.152762,-1.009146
1729,NN13,52.037272,-1.144225
1730,NN14,52.412694,-0.645936
1731,NN15,52.377374,-0.704527
1732,NN16,52.416547,-0.679679
1733,NN17,52.528188,-0.649863
1734,NN18,52.477116,-0.696431
1735,NN2,52.26816,-0.898355
1736,NN29,52.25105,-0.667042
1737,NN3,52.269154,-0.845762
1738,NN4,52.211733,-0.892126
1739,NN5,52.24987,-0.933982
1740,NN6,52.337401,-0.951797
1741,NN7,52.219249,-0.899510
1742,NN8,52.300831,-0.685930
1743,NN9,52.333262,-0.613750
1744,NP10,51.569019,-3.065136
1745,NP11,51.647723,-3.133980
1746,NP12,51.683421,-3.195716
1747,NP13,51.737531,-3.181269
1748,NP15,51.732535,-2.873659
1749,NP16,51.6823,-2.715852
1750,NP18,51.598335,-2.924417
1751,NP19,51.584768,-2.944403
1752,NP20,51.587405,-3.008684
1753,NP22,51.770654,-3.258019
1754,NP23,51.767803,-3.197538
1755,NP24,51.716498,-3.243701
1756,NP25,51.794132,-2.754321
1757,NP26,51.587324,-2.793137
1758,NP4,51.731865,-3.035741
1759,NP44,51.646988,-3.025768
1760,NP7,51.856387,-2.967892
1761,NP8,51.872164,-3.148817
1762,NR1,52.624078,1.307184
1763,NR10,52.748763,1.228465
1764,NR11,52.857553,1.259142
1765,NR12,52.75891,1.466957
1766,NR13,52.61895,1.481554
1767,NR14,52.563325,1.394544
1768,NR15,52.494565,1.301915
1769,NR16,52.495895,1.017316
1770,NR17,52.517025,0.970347
1771,NR18,52.574681,1.102613
1772,NR19,52.677908,0.896239
1773,NR2,52.629485,1.289754
1774,NR20,52.732534,0.974520
1775,NR21,52.844104,0.856938
1776,NR22,52.871887,0.850572
1777,NR23,52.94589,0.865942
1778,NR24,52.860891,0.997739
1779,NR25,52.923043,1.085083
1780,NR26,52.934604,1.201338
1781,NR27,52.913627,1.296462
1782,NR28,52.819791,1.396306
1783,NR29,52.687554,1.616518
1784,NR3,52.6424,1.291561
1785,NR30,52.620167,1.687903
1786,NR31,52.568126,1.668262
1787,NR32,52.506103,1.704339
1788,NR33,52.444598,1.703294
1789,NR34,52.425474,1.587257
1790,NR35,52.459357,1.410562
1791,NR4,52.618421,1.263817
1792,NR5,52.641687,1.248654
1793,NR6,52.656092,1.283798
1794,NR7,52.642647,1.335526
1795,NR8,52.672118,1.230627
1796,NR9,52.649322,1.063208
1797,NW1,51.533313,-0.144693
1798,NW10,51.543656,-0.254508
1799,NW11,51.577939,-0.196588
1800,NW1W,51.530784,-0.13543
1801,NW2,51.559498,-0.223771
1802,NW3,51.554322,-0.175101
1803,NW4,51.589071,-0.223961
1804,NW5,51.55435,-0.144091
1805,NW6,51.541137,-0.198566
1806,NW7,51.615,-0.235
1807,NW8,51.531967,-0.174944
1808,NW9,51.585738,-0.260878
1809,OL1,53.557605,-2.113629
1810,OL10,53.586276,-2.223900
1811,OL11,53.606,-2.174
1812,OL12,53.635,-2.164
1813,OL13,53.701,-2.203
1814,OL14,53.708188,-2.104447
1815,OL15,53.645642,-2.104397
1816,OL16,53.60973,-2.108948
1817,OL2,53.565417,-2.107683
1818,OL3,53.553,-2.009
1819,OL4,53.542,-2.073
1820,OL5,53.517,-2.038
1821,OL6,53.494,-2.085
1822,OL7,53.494347,-2.109111
1823,OL8,53.525238,-2.111979
1824,OL9,53.538794,-2.135190
1825,OL95,53.556338,-2.105401
1826,OX1,51.729639,-1.280490
1827,OX10,51.604181,-1.113569
1828,OX11,51.591734,-1.257100
1829,OX12,51.579963,-1.426605
1830,OX13,51.665969,-1.364908
1831,OX14,51.660117,-1.252979
1832,OX15,52.055152,-1.429983
1833,OX16,52.063471,-1.340093
1834,OX17,52.071036,-1.301101
1835,OX18,51.767526,-1.582311
1836,OX2,51.765964,-1.304560
1837,OX20,51.868036,-1.369790
1838,OX25,51.908621,-1.206123
1839,OX26,51.898277,-1.159911
1840,OX27,51.936531,-1.143956
1841,OX28,51.786886,-1.493098
1842,OX29,51.780433,-1.454309
1843,OX3,51.778025,-1.215837
1844,OX33,51.775478,-1.128998
1845,OX39,51.700263,-0.922182
1846,OX4,51.728383,-1.226170
1847,OX44,51.699512,-1.139906
1848,OX49,51.651802,-1.008212
1849,OX5,51.849922,-1.217133
1850,OX6,51.909,-1.168
1851,OX7,51.916463,-1.511791
1852,OX8,51.79,-1.455
1853,OX9,51.718962,-1.003399
1854,PA1,55.845502,-4.426747
1855,PA10,55.833,-4.551
1856,PA11,55.857,-4.582
1857,PA12,55.796,-4.623
1858,PA13,55.893,-4.629
1859,PA14,55.927,-4.663
1860,PA15,55.942,-4.748
1861,PA16,55.930798,-4.814914
1862,PA17,55.865,-4.882
1863,PA18,55.889,-4.887
1864,PA19,55.949436,-4.809061
1865,PA2,55.82035,-4.450282
1866,PA20,55.835,-5.057
1867,PA21,55.901,-5.248
1868,PA22,55.997336,-5.134085
1869,PA23,55.955,-4.932
1870,PA24,56.157,-4.904
1871,PA25,56.216,-5.04
1872,PA26,56.258,-4.938
1873,PA27,56.154,-5.084
1874,PA28,55.436,-5.603
1875,PA29,55.804,-5.477
1876,PA3,55.855603,-4.457974
1877,PA30,56.014,-5.448
1878,PA31,56.050986,-5.505228
1879,PA32,56.183619,-5.156897
1880,PA33,56.37,-5.055
1881,PA34,56.403,-5.499
1882,PA35,56.405,-5.224
1883,PA36,56.521,-4.771
1884,PA37,56.477274,-5.353051
1885,PA38,56.592,-5.335
1886,PA4,55.876836,-4.416605
1887,PA41,55.674,-5.742
1888,PA42,55.64,-6.186
1889,PA43,55.756,-6.283
1890,PA44,55.798,-6.292
1891,PA45,55.82,-6.166
1892,PA46,55.862,-6.119
1893,PA47,55.682,-6.503
1894,PA48,55.738,-6.384
1895,PA49,55.782,-6.394
1896,PA5,55.831,-4.509
1897,PA6,55.864,-4.534
1898,PA60,55.88,-5.913
1899,PA61,56.072,-6.202
1900,PA62,56.359,-5.85
1901,PA63,56.382,-5.715
1902,PA64,56.439,-5.675
1903,PA65,56.469,-5.728
1904,PA66,56.329,-6.354
1905,PA67,56.314,-6.232
1906,PA68,56.437,-6.141
1907,PA69,56.38,-6.088
1908,PA7,55.909,-4.5
1909,PA70,56.364,-6.033
1910,PA71,56.481,-5.98
1911,PA72,56.518,-5.964
1912,PA73,56.497,-6.183
1913,PA74,56.533,-6.229
1914,PA75,56.612,-6.123
1915,PA76,56.334,-6.394
1916,PA77,56.494,-6.884
1917,PA78,56.625,-6.545
1918,PA8,55.901,-4.452
1919,PA9,55.81,-4.552
1920,PE1,52.590276,-0.235437
1921,PE10,52.788402,-0.367660
1922,PE11,52.803646,-0.192354
1923,PE12,52.766413,0.024860
1924,PE13,52.670742,0.085839
1925,PE14,52.62789,0.201218
1926,PE15,52.521145,0.076940
1927,PE16,52.453872,0.053126
1928,PE19,52.250776,-0.268349
1929,PE2,52.574173,-0.262489
1930,PE20,52.945161,-0.100624
1931,PE21,52.972043,-0.023980
1932,PE22,53.056725,0.024791
1933,PE23,53.174968,0.099945
1934,PE24,53.175387,0.247805
1935,PE25,53.159728,0.332583
1936,PE26,52.469124,-0.089694
1937,PE27,52.330717,-0.094574
1938,PE28,52.379361,-0.230575
1939,PE29,52.321308,-0.181509
1940,PE3,52.588889,-0.272609
1941,PE30,52.772313,0.423104
1942,PE31,52.872996,0.597387
1943,PE32,52.73,0.628
1944,PE33,52.644576,0.490760
1945,PE34,52.711159,0.323693
1946,PE35,52.825,0.512
1947,PE36,52.931264,0.532354
1948,PE37,52.644,0.693
1949,PE38,52.589,0.377
1950,PE4,52.614303,-0.260820
1951,PE5,52.585492,-0.340375
1952,PE6,52.638626,-0.196645
1953,PE7,52.530224,-0.181650
1954,PE8,52.52295,-0.436517
1955,PE9,52.670846,-0.482950
1956,PH1,56.466959,-3.561785
1957,PH10,56.609,-3.36
1958,PH11,56.639,-3.234
1959,PH12,56.576,-3.152
1960,PH13,56.537,-3.274
1961,PH14,56.453,-3.186
1962,PH15,56.61,-3.941
1963,PH16,56.707,-3.809
1964,PH17,56.688,-4.382
1965,PH18,56.774,-3.889
1966,PH19,56.935,-4.255
1967,PH2,56.387,-3.404
1968,PH20,57.054,-4.155
1969,PH21,57.089,-4.022
1970,PH22,57.198,-3.806
1971,PH23,57.287,-3.801
1972,PH24,57.254,-3.748
1973,PH25,57.262,-3.647
1974,PH26,57.33,-3.605
1975,PH3,56.302,-3.704
1976,PH30,56.792,-4.6
1977,PH31,56.892,-4.816
1978,PH32,57.145,-4.683
1979,PH33,56.7508,-5.328844
1980,PH34,56.926,-4.926
1981,PH35,57.076,-4.93
1982,PH36,56.721,-5.866
1983,PH37,56.816195,-5.528405
1984,PH38,56.845,-5.747
1985,PH39,56.913,-5.841
1986,PH4,56.261,-3.783
1987,PH40,56.96273,-5.739823
1988,PH41,57.004,-5.832
1989,PH42,56.902,-6.142
1990,PH43,57.016,-6.28
1991,PH44,57.057,-6.503
1992,PH49,56.675,-5.11
1993,PH5,56.329,-3.828
1994,PH50,56.714,-4.964
1995,PH6,56.372,-3.995
1996,PH7,56.373,-3.826
1997,PH8,56.550232,-3.675208
1998,PH9,56.651,-3.691
1999,PL1,50.369212,-4.143605
2000,PL10,50.347162,-4.213171
2001,PL11,50.37649,-4.290812
2002,PL12,50.440091,-4.291812
2003,PL13,50.36653,-4.495377
2004,PL14,50.4599,-4.485990
2005,PL15,50.620911,-4.440672
2006,PL16,50.66417,-4.287574
2007,PL17,50.523425,-4.320694
2008,PL18,50.517052,-4.249081
2009,PL19,50.563948,-4.182313
2010,PL2,50.383731,-4.143419
2011,PL20,50.501,-4.1
2012,PL21,50.38481,-3.907164
2013,PL22,50.403154,-4.640656
2014,PL23,50.344982,-4.624074
2015,PL24,50.357441,-4.711844
2016,PL25,50.343653,-4.778291
2017,PL26,50.332127,-4.836391
2018,PL27,50.533117,-4.902779
2019,PL28,50.529986,-4.981866
2020,PL29,50.535754,-4.793361
2021,PL3,50.383948,-4.127383
2022,PL30,50.499762,-4.737563
2023,PL31,50.470866,-4.723661
2024,PL32,50.649531,-4.647432
2025,PL33,50.618815,-4.738026
2026,PL34,50.658926,-4.732742
2027,PL35,50.68538,-4.672516
2028,PL4,50.373306,-4.125679
2029,PL5,50.419474,-4.167048
2030,PL6,50.418,-4.116
2031,PL7,50.420283,-4.030637
2032,PL8,50.335568,-4.020850
2033,PL9,50.344591,-4.087926
2034,PL95,50.364357,-4.104633
2035,PO1,50.798947,-1.089521
2036,PO10,50.845961,-0.925525
2037,PO11,50.791,-0.975
2038,PO12,50.798391,-1.142548
2039,PO13,50.812,-1.177
2040,PO14,50.838993,-1.225910
2041,PO15,50.866634,-1.227089
2042,PO16,50.850353,-1.156753
2043,PO17,50.887883,-1.147406
2044,PO18,50.875128,-0.787122
2045,PO19,50.842375,-0.785078
2046,PO2,50.812021,-1.082514
2047,PO20,50.791262,-0.781814
2048,PO21,50.786185,-0.705811
2049,PO22,50.81262,-0.644671
2050,PO3,50.816822,-1.064742
2051,PO30,50.679662,-1.348417
2052,PO31,50.753,-1.306
2053,PO32,50.75,-1.28
2054,PO33,50.714559,-1.177213
2055,PO34,50.716,-1.112
2056,PO35,50.686,-1.084
2057,PO36,50.669163,-1.164722
2058,PO37,50.63139,-1.182286
2059,PO38,50.604,-1.241
2060,PO39,50.68,-1.538
2061,PO4,50.791421,-1.059343
2062,PO40,50.684468,-1.512729
2063,PO41,50.699,-1.477
2064,PO5,50.788569,-1.088156
2065,PO6,50.845877,-1.068629
2066,PO7,50.911106,-1.058610
2067,PO8,50.923803,-0.994111
2068,PO9,50.875657,-0.966365
2069,PR0,53.758805,-2.683907
2070,PR1,53.754842,-2.708077
2071,PR11,53.778126,-2.685436
2072,PR2,53.782462,-2.693439
2073,PR25,53.694,-2.693
2074,PR26,53.687,-2.74
2075,PR3,53.869,-2.716
2076,PR4,53.754,-2.833
2077,PR5,53.740183,-2.638140
2078,PR6,53.667,-2.609
2079,PR7,53.643195,-2.668681
2080,PR8,53.617573,-2.999234
2081,PR9,53.66,-2.968
2082,RG1,51.453118,-0.969128
2083,RG10,51.480331,-0.874369
2084,RG12,51.407528,-0.753155
2085,RG14,51.412843,-1.320011
2086,RG17,51.442665,-1.507559
2087,RG18,51.444561,-1.245329
2088,RG19,51.376601,-1.255961
2089,RG2,51.418062,-0.938594
2090,RG20,51.42355,-1.347745
2091,RG21,51.263381,-1.087826
2092,RG22,51.249273,-1.119584
2093,RG23,51.251002,-1.156653
2094,RG24,51.281291,-1.067374
2095,RG25,51.225801,-1.150990
2096,RG26,51.315072,-1.140177
2097,RG27,51.307085,-0.953083
2098,RG28,51.246614,-1.338552
2099,RG29,51.235837,-0.937807
2100,RG30,51.43828,-1.025635
2101,RG31,51.458379,-1.028316
2102,RG4,51.500299,-0.969302
2103,RG40,51.401614,-0.839795
2104,RG41,51.417112,-0.871586
2105,RG42,51.438927,-0.748663
2106,RG45,51.38286,-0.803686
2107,RG5,51.451758,-0.924728
2108,RG6,51.440383,-0.936305
2109,RG7,51.373413,-1.070053
2110,RG8,51.501415,-1.126942
2111,RG9,51.563896,-0.938633
2112,RH1,51.234337,-0.133752
2113,RH10,51.116697,-0.133300
2114,RH11,51.111,-0.205
2115,RH12,51.095418,-0.371520
2116,RH13,51.017914,-0.335289
2117,RH14,51.032,-0.483
2118,RH15,50.956853,-0.128864
2119,RH16,51.002512,-0.086449
2120,RH17,51.021,-0.115
2121,RH18,51.093883,0.026749
2122,RH19,51.108906,-0.011523
2123,RH2,51.228951,-0.228366
2124,RH20,50.937,-0.47
2125,RH3,51.232,-0.279
2126,RH4,51.222806,-0.343054
2127,RH5,51.189415,-0.349366
2128,RH6,51.171,-0.162
2129,RH7,51.174,-0.016
2130,RH8,51.247482,0.005814
2131,RH9,51.236,-0.068
2132,RM1,51.585869,0.184763
2133,RM10,51.544473,0.160280
2134,RM11,51.572636,0.214983
2135,RM12,51.551654,0.209003
2136,RM13,51.517496,0.196964
2137,RM14,51.561418,0.312315
2138,RM15,51.512713,0.271966
2139,RM16,51.50458,0.336130
2140,RM17,51.481051,0.309275
2141,RM18,51.469094,0.375546
2142,RM19,51.483168,0.275403
2143,RM2,51.583238,0.195147
2144,RM20,51.477252,0.292301
2145,RM3,51.604206,0.227053
2146,RM4,51.626705,0.171292
2147,RM5,51.59116,0.159866
2148,RM6,51.579372,0.140517
2149,RM7,51.575368,0.167781
2150,RM8,51.557,0.134564
2151,RM9,51.53857,0.135158
2152,S1,53.378922,-1.471616
2153,S10,53.374646,-1.540342
2154,S11,53.345593,-1.540273
2155,S12,53.339202,-1.398882
2156,S13,53.366292,-1.379453
2157,S14,53.358812,-1.447956
2158,S17,53.316585,-1.528926
2159,S18,53.289213,-1.483639
2160,S2,53.368447,-1.445125
2161,S20,53.335912,-1.358149
2162,S21,53.310092,-1.357106
2163,S25,53.369541,-1.215148
2164,S26,53.345398,-1.284851
2165,S3,53.388276,-1.473518
2166,S32,53.301036,-1.664027
2167,S33,53.341,-1.721
2168,S35,53.460683,-1.513299
2169,S36,53.504994,-1.661897
2170,S4,53.397399,-1.448720
2171,S40,53.231516,-1.449474
2172,S41,53.242052,-1.429895
2173,S42,53.219827,-1.455139
2174,S43,53.273214,-1.329534
2175,S44,53.225,-1.313
2176,S45,53.183609,-1.439719
2177,S49,53.234341,-1.435594
2178,S5,53.423451,-1.462141
2179,S6,53.410324,-1.565401
2180,S60,53.410015,-1.339531
2181,S61,53.446984,-1.400000
2182,S62,53.470911,-1.382525
2183,S63,53.518264,-1.341130
2184,S64,53.488237,-1.298621
2185,S65,53.44415,-1.303736
2186,S66,53.422131,-1.251203
2187,S7,53.350906,-1.493997
2188,S70,53.528741,-1.470605
2189,S71,53.555436,-1.471299
2190,S72,53.576059,-1.406569
2191,S73,53.523006,-1.390607
2192,S74,53.500975,-1.437006
2193,S75,53.553291,-1.546944
2194,S8,53.341572,-1.474805
2195,S80,53.288095,-1.143405
2196,S81,53.338,-1.122
2197,S9,53.40179,-1.412625
2198,S96,53.403018,-1.427504
2199,S97,53.456228,-1.382546
2200,S98,53.386626,-1.455184
2201,S99,53.404294,-1.430992
2202,SA1,51.633739,-3.920433
2203,SA10,51.710458,-3.753328
2204,SA11,51.901774,-3.706102
2205,SA12,51.619354,-3.776870
2206,SA13,51.610049,-3.702842
2207,SA14,51.749628,-4.094415
2208,SA15,51.736428,-4.187264
2209,SA16,51.69942,-4.237581
2210,SA17,51.759947,-4.288092
2211,SA18,51.795164,-3.948701
2212,SA19,51.978177,-3.940586
2213,SA2,51.619529,-4.024826
2214,SA20,52.024451,-3.773248
2215,SA3,51.587423,-4.136186
2216,SA31,51.853384,-4.311946
2217,SA32,51.904354,-4.166582
2218,SA33,51.853602,-4.437568
2219,SA34,51.856335,-4.615419
2220,SA35,52.007499,-4.570613
2221,SA36,51.96264,-4.606516
2222,SA37,52.028061,-4.599919
2223,SA38,52.037396,-4.460076
2224,SA39,52.024056,-4.254380
2225,SA4,51.686901,-4.062317
2226,SA40,52.095144,-4.177253
2227,SA41,52.011746,-4.709614
2228,SA42,52.017421,-4.868759
2229,SA43,52.081127,-4.635905
2230,SA44,52.087874,-4.376386
2231,SA45,52.137127,-4.357522
2232,SA46,52.183494,-4.186019
2233,SA47,52.187468,-4.293168
2234,SA48,52.151682,-4.125492
2235,SA5,51.686911,-3.979889
2236,SA6,51.692339,-3.903859
2237,SA61,51.797153,-4.975176
2238,SA62,51.837132,-5.051293
2239,SA63,51.858303,-4.881783
2240,SA64,51.99829,-5.029182
2241,SA65,51.979778,-4.919321
2242,SA66,51.879791,-4.773451
2243,SA67,51.780146,-4.747511
2244,SA68,51.745122,-4.799631
2245,SA69,51.70037,-4.717092
2246,SA7,51.672918,-3.894399
2247,SA70,51.673111,-4.765173
2248,SA71,51.650302,-4.981505
2249,SA72,51.695996,-4.914592
2250,SA73,51.728127,-5.001819
2251,SA8,51.733614,-3.862650
2252,SA80,51.647958,-3.924033
2253,SA9,51.781,-3.767
2254,SA99,51.669997,-3.945445
2255,SE1,51.495933,-0.093868
2256,SE10,51.484792,0.000007
2257,SE11,51.488679,-0.110733
2258,SE12,51.442771,0.028541
2259,SE13,51.45787,-0.010978
2260,SE14,51.476244,-0.041016
2261,SE15,51.470329,-0.064472
2262,SE16,51.496601,-0.054981
2263,SE17,51.488031,-0.093105
2264,SE18,51.480838,0.072545
2265,SE19,51.41781,-0.087765
2266,SE1P,51.492762,-0.080152
2267,SE2,51.489982,0.118780
2268,SE20,51.411257,-0.059209
2269,SE21,51.44143,-0.087103
2270,SE22,51.452594,-0.070284
2271,SE23,51.444075,-0.049749
2272,SE24,51.451265,-0.099606
2273,SE25,51.396818,-0.076000
2274,SE26,51.428318,-0.052663
2275,SE27,51.43157,-0.100975
2276,SE28,51.501821,0.105653
2277,SE3,51.469029,0.023439
2278,SE4,51.460491,-0.036605
2279,SE5,51.47294,-0.093097
2280,SE6,51.436209,-0.013897
2281,SE7,51.484129,0.035171
2282,SE8,51.479535,-0.030041
2283,SE9,51.446699,0.055643
2284,SG1,51.910265,-0.196037
2285,SG10,51.836421,0.042372
2286,SG11,51.870796,0.023846
2287,SG12,51.831158,-0.017922
2288,SG13,51.767776,-0.079926
2289,SG14,51.829768,-0.112918
2290,SG15,52.007346,-0.257435
2291,SG16,52.018503,-0.302494
2292,SG17,52.037565,-0.342556
2293,SG18,52.079406,-0.286020
2294,SG19,52.14869,-0.216457
2295,SG2,51.905054,-0.134777
2296,SG3,51.859399,-0.186734
2297,SG4,51.90487,-0.244738
2298,SG5,51.978844,-0.304580
2299,SG6,51.975005,-0.225625
2300,SG7,52.020135,-0.155654
2301,SG8,52.074566,-0.017993
2302,SG9,51.905836,-0.000091
2303,SK1,53.408558,-2.147592
2304,SK10,53.296294,-2.150420
2305,SK11,53.210406,-2.159378
2306,SK12,53.351098,-2.086204
2307,SK13,53.448,-1.963
2308,SK14,53.45028,-2.035171
2309,SK15,53.489641,-2.052625
2310,SK16,53.469167,-2.077114
2311,SK17,53.244,-1.879
2312,SK2,53.395145,-2.128096
2313,SK22,53.373,-1.985
2314,SK23,53.328,-1.949
2315,SK3,53.395995,-2.175622
2316,SK4,53.420603,-2.184079
2317,SK5,53.431243,-2.146556
2318,SK6,53.397309,-2.068041
2319,SK7,53.360604,-2.136343
2320,SK8,53.375718,-2.211561
2321,SK9,53.321932,-2.240876
2322,SL0,51.526973,-0.515586
2323,SL1,51.536391,-0.626200
2324,SL2,51.545084,-0.606994
2325,SL3,51.513763,-0.543683
2326,SL4,51.470509,-0.639046
2327,SL5,51.405481,-0.664241
2328,SL6,51.512824,-0.751332
2329,SL7,51.580498,-0.787968
2330,SL8,51.576656,-0.709079
2331,SL9,51.595337,-0.562297
2332,SL95,51.497866,-0.532544
2333,SM1,51.370446,-0.192906
2334,SM2,51.347529,-0.204527
2335,SM3,51.37,-0.213
2336,SM4,51.391413,-0.198954
2337,SM5,51.362632,-0.169464
2338,SM6,51.358061,-0.140241
2339,SM7,51.321281,-0.198481
2340,SN1,51.556859,-1.772107
2341,SN10,51.323154,-1.973389
2342,SN11,51.444965,-1.988312
2343,SN12,51.370135,-2.143427
2344,SN13,51.420982,-2.217126
2345,SN14,51.503148,-2.256915
2346,SN15,51.476677,-2.043185
2347,SN16,51.601423,-2.089942
2348,SN2,51.576361,-1.774330
2349,SN25,51.581344,-1.782517
2350,SN26,51.59683,-1.795246
2351,SN3,51.569886,-1.745900
2352,SN38,51.562764,-1.795298
2353,SN4,51.510778,-1.804996
2354,SN5,51.584613,-1.871360
2355,SN6,51.617113,-1.781275
2356,SN7,51.641445,-1.571002
2357,SN8,51.398676,-1.687187
2358,SN9,51.30735,-1.781248
2359,SN99,51.556458,-1.755879
2360,SO14,50.906946,-1.394128
2361,SO15,50.918357,-1.438121
2362,SO16,50.940979,-1.434965
2363,SO17,50.927796,-1.404315
2364,SO18,50.929871,-1.357525
2365,SO19,50.900069,-1.352825
2366,SO20,51.107567,-1.455197
2367,SO21,51.089135,-1.312533
2368,SO22,51.068562,-1.335537
2369,SO23,51.074729,-1.311306
2370,SO24,51.090272,-1.124835
2371,SO30,50.923236,-1.301237
2372,SO31,50.867725,-1.308176
2373,SO32,50.960631,-1.200665
2374,SO40,50.901886,-1.513445
2375,SO41,50.756842,-1.557860
2376,SO42,50.806468,-1.512951
2377,SO43,50.897901,-1.589241
2378,SO45,50.831659,-1.381340
2379,SO50,50.971062,-1.333531
2380,SO51,51.002621,-1.506892
2381,SO52,50.980198,-1.410874
2382,SO53,50.984,-1.38
2383,SP1,51.079263,-1.793360
2384,SP10,51.211952,-1.487706
2385,SP11,51.232249,-1.498236
2386,SP2,51.083971,-1.845961
2387,SP3,51.131372,-2.002864
2388,SP4,51.160723,-1.741559
2389,SP5,51.039192,-1.856838
2390,SP6,50.941479,-1.816190
2391,SP7,51.001619,-2.157452
2392,SP8,51.033047,-2.302714
2393,SP9,51.228422,-1.663290
2394,SR1,54.909048,-1.388008
2395,SR2,54.887,-1.376
2396,SR3,54.877,-1.415
2397,SR4,54.899475,-1.446549
2398,SR5,54.919723,-1.435850
2399,SR6,54.935,-1.378
2400,SR7,54.83,-1.362
2401,SR8,54.770904,-1.340001
2402,SR9,54.902,-1.374
2403,SS0,51.549178,0.687521
2404,SS1,51.535534,0.736419
2405,SS11,51.621574,0.550868
2406,SS12,51.60066,0.522662
2407,SS13,51.576372,0.501405
2408,SS14,51.577722,0.472011
2409,SS15,51.581856,0.427985
2410,SS16,51.557648,0.448607
2411,SS17,51.518807,0.450799
2412,SS2,51.55,0.717
2413,SS22,51.55698,0.706823
2414,SS3,51.56462,0.839234
2415,SS4,51.59704,0.736235
2416,SS5,51.609922,0.645703
2417,SS6,51.592299,0.600563
2418,SS7,51.563613,0.584411
2419,SS8,51.524085,0.578456
2420,SS9,51.556691,0.650520
2421,SS99,51.561368,0.608499
2422,ST1,53.026,-2.172
2423,ST10,52.989,-1.963
2424,ST11,52.967,-2.065
2425,ST12,52.948,-2.171
2426,ST13,53.101,-2.018
2427,ST14,52.903,-1.868
2428,ST15,52.9,-2.148
2429,ST16,52.812198,-2.120189
2430,ST17,52.789,-2.099
2431,ST18,52.823328,-2.084043
2432,ST19,52.713,-2.147
2433,ST2,53.032286,-2.138479
2434,ST20,52.798,-2.263
2435,ST21,52.868,-2.259
2436,ST3,52.981,-2.122
2437,ST4,52.995,-2.183
2438,ST5,53.015,-2.237
2439,ST55,53.014751,-2.241151
2440,ST6,53.063857,-2.186154
2441,ST7,53.078282,-2.271495
2442,ST8,53.115,-2.167
2443,ST9,53.05,-2.099
2444,SW1,51.499157,-0.143114
2445,SW10,51.48268,-0.183435
2446,SW11,51.464978,-0.167151
2447,SW12,51.445306,-0.147950
2448,SW13,51.47666,-0.246613
2449,SW14,51.464135,-0.265650
2450,SW15,51.449091,-0.232384
2451,SW16,51.420395,-0.128057
2452,SW17,51.430842,-0.169857
2453,SW18,51.451808,-0.192757
2454,SW19,51.425525,-0.207992
2455,SW1A,51.503,-0.132
2456,SW1E,51.497,-0.138
2457,SW1H,51.498,-0.133
2458,SW1P,51.495,-0.132
2459,SW1V,51.489961,-0.138635
2460,SW1W,51.493,-0.147
2461,SW1X,51.497822,-0.150433
2462,SW1Y,51.503766,-0.132119
2463,SW2,51.449274,-0.120800
2464,SW20,51.408434,-0.229908
2465,SW3,51.491239,-0.168750
2466,SW4,51.462388,-0.142168
2467,SW5,51.489898,-0.191566
2468,SW6,51.476085,-0.204714
2469,SW7,51.495825,-0.175435
2470,SW8,51.476829,-0.131960
2471,SW9,51.476821,-0.137907
2472,SW99,51.472256,-0.115797
2473,SY1,52.725146,-2.734015
2474,SY10,52.836,-3.121
2475,SY11,52.867,-3.029
2476,SY12,52.903,-2.893
2477,SY13,52.952,-2.689
2478,SY14,53.03,-2.763
2479,SY15,52.555,-3.13
2480,SY16,52.52,-3.311
2481,SY17,52.517,-3.465
2482,SY18,52.441,-3.548
2483,SY19,52.574,-3.611
2484,SY2,52.704859,-2.731902
2485,SY20,52.620649,-3.802730
2486,SY21,52.659459,-3.271261
2487,SY22,52.756,-3.186
2488,SY23,52.381,-4.051
2489,SY24,52.47,-4.023
2490,SY25,52.238,-3.936
