id,outcode,latitude,longitude
858,G12,55.881937,-4.300710
859,G13,55.894,-4.347
860,G14,55.879865,-4.356199
861,G15,55.91,-4.365
862,G2,55.863181,-4.256355
863,G20,55.886,-4.282
864,G21,55.881,-4.22
865,G22,55.89,-4.251
866,G23,55.906808,-4.280199
867,G3,55.86522,-4.273145
868,G31,55.857,-4.208
869,G32,55.845503,-4.168896
870,G33,55.876658,-4.160782
871,G34,55.86876,-4.115423
872,G4,55.866838,-4.256146
873,G40,55.848,-4.222
874,G41,55.838,-4.282
875,G42,55.833009,-4.253158
876,G43,55.818,-4.29
877,G44,55.814,-4.255
878,G45,55.805,-4.231
879,G46,55.804,-4.307
880,G5,55.848,-4.252
881,G51,55.858,-4.314
882,G52,55.848,-4.348
883,G53,55.827206,-4.339707
884,G58,55.848424,-4.277233
885,G60,55.922,-4.453
886,G61,55.919,-4.33
887,G62,55.943,-4.32
888,G63,56.042,-4.364
889,G64,55.91953,-4.223680
890,G65,55.973,-4.057
891,G66,55.941,-4.153
892,G67,55.947,-3.985
893,G68,55.953,-4.01
894,G69,55.874,-4.102
895,G70,55.949409,-3.988955
896,G71,55.822,-4.073
897,G72,55.804,-4.128
898,G73,55.82,-4.206
899,G74,55.769,-4.173
900,G75,55.729059,-4.186465
901,G76,55.778,-4.272
902,G77,55.752824,-4.354188
903,G78,55.780391,-4.453932
904,G79,55.771004,-4.223076
905,G81,55.913,-4.406
906,G82,55.952,-4.574
907,G83,56.012,-4.585
908,G84,56.050724,-4.768682
909,G9,55.868635,-4.241903
910,G90,55.872226,-4.233913
911,GL1,51.853212,-2.242429
912,GL10,51.743,-2.284
913,GL11,51.689,-2.356
914,GL12,51.625,-2.385
915,GL13,51.693,-2.459
916,GL14,51.806257,-2.452208
917,GL15,51.731353,-2.572762
918,GL16,51.800499,-2.613216
919,GL17,51.861199,-2.509897
920,GL18,51.948789,-2.410720
921,GL19,51.940483,-2.290061
922,GL2,51.846,-2.267
923,GL20,52.00733,-2.110356
924,GL3,51.865,-2.177
925,GL4,51.83138,-2.176138
926,GL5,51.738,-2.219
927,GL50,51.905836,-2.083243
928,GL51,51.896452,-2.122402
929,GL52,51.916,-2.058
930,GL53,51.844064,-2.046612
931,GL54,51.880284,-1.875728
932,GL55,52.061,-1.768
933,GL56,51.988847,-1.716892
934,GL6,51.747285,-2.176683
935,GL7,51.729745,-1.855955
936,GL8,51.642,-2.171
937,GL9,51.557,-2.298
938,GU1,51.246095,-0.552293
939,GU10,51.187181,-0.789693
940,GU11,51.252938,-0.761280
941,GU12,51.259583,-0.727168
942,GU13,51.274,-0.837
943,GU14,51.297336,-0.768618
944,GU15,51.334201,-0.736823
945,GU16,51.304026,-0.728488
946,GU17,51.323348,-0.807609
947,GU18,51.347722,-0.668523
948,GU19,51.363294,-0.692352
949,GU2,51.245394,-0.596048
950,GU20,51.368749,-0.658037
951,GU21,51.325217,-0.576548
952,GU22,51.309001,-0.556329
953,GU23,51.297456,-0.500298
954,GU24,51.324295,-0.623650
955,GU25,51.403276,-0.579482
956,GU26,51.110487,-0.757533
957,GU27,51.067593,-0.709646
958,GU28,50.987083,-0.638016
959,GU29,50.987079,-0.767120
960,GU3,51.245655,-0.637246
961,GU30,51.062327,-0.808491
962,GU31,50.991537,-0.883086
963,GU32,51.017254,-1.013337
964,GU33,51.053137,-0.896958
965,GU34,51.123106,-0.970657
966,GU35,51.129232,-0.852557
967,GU4,51.24615,-0.526141
968,GU46,51.337,-0.825
969,GU47,51.348,-0.788
970,GU5,51.196448,-0.507189
971,GU51,51.283,-0.84
972,GU52,51.264,-0.838
973,GU6,51.131396,-0.482655
974,GU7,51.186335,-0.617720
975,GU8,51.14631,-0.640739
976,GU9,51.21857,-0.787264
977,GU95,51.326293,-0.763075
978,GY1,49.452881,-2.543269
979,GY2,49.483814,-2.542925
980,GY3,49.481938,-2.537658
981,GY4,49.433639,-2.549065
982,GY5,49.466707,-2.598564
983,GY6,49.46683,-2.557664
984,GY7,49.443875,-2.623538
985,GY8,49.428479,-2.622825
986,GY9,49.716768,-2.203349
987,HA0,51.55141,-0.306370
988,HA1,51.577621,-0.340710
989,HA2,51.578193,-0.356947
990,HA3,51.59609,-0.319493
991,HA4,51.570801,-0.411626
992,HA5,51.597882,-0.389899
993,HA6,51.614211,-0.426922
994,HA7,51.613257,-0.315123
995,HA8,51.614631,-0.277399
996,HA9,51.560683,-0.287350
997,HD1,53.647016,-1.789190
998,HD2,53.669774,-1.783387
999,HD3,53.651652,-1.860554
1000,HD4,53.616143,-1.782663
1001,HD5,53.656408,-1.740593
1002,HD6,53.704027,-1.777702
1003,HD7,53.616402,-1.882928
1004,HD8,53.600014,-1.683796
1005,HD9,53.572013,-1.802889
1006,HG1,54.001474,-1.531793
1007,HG2,53.987,-1.526
1008,HG3,54.031,-1.616
1009,HG4,54.156,-1.566
1010,HG5,54.013,-1.457
1011,HP1,51.752211,-0.504525
1012,HP10,51.609677,-0.714803
1013,HP11,51.620572,-0.738992
1014,HP12,51.632719,-0.783478
1015,HP13,51.634995,-0.743326
1016,HP14,51.649055,-0.844553
1017,HP15,51.654159,-0.715366
1018,HP16,51.70755,-0.718620
1019,HP17,51.770898,-0.858398
1020,HP18,51.821403,-0.920622
1021,HP19,51.823018,-0.826877
1022,HP2,51.782653,-0.475261
1023,HP20,51.820526,-0.798676
1024,HP21,51.805237,-0.801427
1025,HP22,51.818006,-0.826975
1026,HP23,51.796055,-0.654542
1027,HP27,51.717252,-0.834943
1028,HP3,51.723967,-0.484083
1029,HP4,51.787597,-0.571426
1030,HP5,51.713562,-0.607885
1031,HP6,51.680571,-0.607794
1032,HP7,51.660581,-0.618655
1033,HP8,51.645743,-0.571467
1034,HP9,51.606588,-0.631522
1035,HR1,52.065748,-2.628451
1036,HR2,51.987916,-2.830065
1037,HR3,52.098264,-2.981895
1038,HR4,52.116407,-2.822952
1039,HR5,52.183166,-3.066028
1040,HR6,52.243215,-2.771760
1041,HR7,52.185816,-2.539378
1042,HR8,52.048396,-2.451934
1043,HR9,51.908,-2.582
1044,HS1,58.213,-6.381
1045,HS2,58.249,-6.468
1046,HS3,57.879,-6.853
1047,HS4,57.87,-6.69
1048,HS5,57.8,-6.961
1049,HS6,57.601,-7.299
1050,HS7,57.447,-7.34
1051,HS8,57.233,-7.346
1052,HS9,56.972,-7.472
1053,HU1,53.739795,-0.345166
1054,HU10,53.746965,-0.451128
1055,HU11,53.826,-0.22
1056,HU12,53.724,-0.13
1057,HU13,53.724602,-0.440290
1058,HU14,53.728,-0.5
1059,HU15,53.75691,-0.653016
1060,HU16,53.786181,-0.456272
1061,HU17,53.855574,-0.420586
1062,HU18,53.909,-0.167
1063,HU19,53.71386,0.039661
1064,HU2,53.75,-0.338
1065,HU20,53.788,-0.513
1066,HU3,53.741779,-0.358884
1067,HU4,53.736,-0.4
1068,HU5,53.760661,-0.376675
1069,HU6,53.785866,-0.363347
1070,HU7,53.794754,-0.326700
1071,HU8,53.769,-0.299
1072,HU9,53.756,-0.286
1073,HX1,53.720845,-1.873504
1074,HX2,53.743759,-1.919128
1075,HX3,53.728308,-1.839700
1076,HX4,53.682634,-1.892990
1077,HX5,53.69827,-1.833353
1078,HX6,53.683164,-1.923889
1079,HX7,53.73509,-2.025249
1080,IG1,51.559686,0.068347
1081,IG10,51.649175,0.056057
1082,IG11,51.53402,0.099884
1083,IG2,51.57348,0.083850
1084,IG3,51.564915,0.097782
1085,IG4,51.574155,0.056587
1086,IG5,51.5781,0.061798
1087,IG6,51.585973,0.095711
1088,IG7,51.622804,0.082497
1089,IG8,51.607057,0.036802
1090,IG9,51.622193,0.039030
1091,IM1,54.1514700,-4.4819153
1092,IM2,54.150921,-4.85417
1093,IM3,54.1730097,-4.4469740
1094,IM4,54.1928611,-4.4831809
1095,IM5,54.1694470,-4.7275930
1096,IM6,54.2801000,-4.5858130
1097,IM7,54.3815280,-4.4273065
1098,IM8,54.2948433,-4.3895247
1099,IM9,54.0950888,-4.6928518
1100,IP1,52.072326,1.134822
1101,IP10,52.024963,1.250815
1102,IP11,51.969905,1.340978
1103,IP12,52.081959,1.415904
1104,IP13,52.189287,1.331651
1105,IP14,52.208359,1.082088
1106,IP15,52.171953,1.586475
1107,IP16,52.207378,1.576240
1108,IP17,52.239352,1.516316
1109,IP18,52.33059,1.655463
1110,IP19,52.341547,1.483608
1111,IP2,52.04518,1.133140
1112,IP20,52.407036,1.331071
1113,IP21,52.375472,1.223617
1114,IP22,52.383493,1.016119
1115,IP23,52.313068,1.114632
1116,IP24,52.444044,0.753403
1117,IP25,52.535553,0.837201
1118,IP26,52.515619,0.574931
1119,IP27,52.423556,0.573904
1120,IP28,52.328402,0.551091
1121,IP29,52.179452,0.665757
1122,IP3,52.041548,1.184873
1123,IP30,52.18847,0.828978
1124,IP31,52.30502,0.839422
1125,IP32,52.25275,0.724982
1126,IP33,52.240229,0.701072
1127,IP4,52.06252,1.188256
1128,IP5,52.065921,1.217000
1129,IP6,52.11928,1.127177
1130,IP7,52.081399,0.996180
1131,IP8,52.06467,1.063923
1132,IP9,52.002073,1.147109
1133,IP98,52.376705,1.116422
1134,IV1,57.501885,-4.268315
1135,IV10,57.585,-4.126
1136,IV11,57.677,-4.038
1137,IV12,57.574,-3.864
1138,IV13,57.343,-4.013
1139,IV14,57.586,-4.547
1140,IV15,57.599,-4.43
1141,IV16,57.665,-4.337
1142,IV17,57.7,-4.26
1143,IV18,57.702,-4.155
1144,IV19,57.805,-4.061
1145,IV2,57.386453,-4.236133
1146,IV20,57.786,-3.907
1147,IV21,57.724,-5.72
1148,IV22,57.742,-5.506
1149,IV23,57.773,-5.01
1150,IV24,57.891,-4.355
1151,IV25,57.891,-4.042
1152,IV26,57.916,-5.173
1153,IV27,58.277,-4.8
1154,IV28,58.015,-4.157
1155,IV3,57.477,-4.245
1156,IV30,57.654,-3.327
1157,IV31,57.717,-3.289
1158,IV32,57.613613,-3.178513
1159,IV36,57.578724,-3.582018
1160,IV4,57.376175,-4.801998
1161,IV40,57.275,-5.65
1162,IV41,57.274,-5.735
1163,IV42,57.239,-5.829
1164,IV43,57.156,-5.81
1165,IV44,57.115,-5.874
1166,IV45,57.067,-5.906
1167,IV46,57.114,-5.984
1168,IV47,57.294,-6.344
1169,IV48,57.311,-6.098
1170,IV49,57.228,-5.946
1171,IV5,57.468,-4.411
1172,IV51,57.481,-6.246
1173,IV52,57.337,-5.651
1174,IV53,57.344,-5.554
1175,IV54,57.431,-5.616
1176,IV55,57.459,-6.611
1177,IV56,57.366,-6.429
1178,IV6,57.526,-4.458
1179,IV63,57.323,-4.505
1180,IV7,57.584,-4.384
1181,IV8,57.554,-4.265
1182,IV9,57.569,-4.177
1183,JE1,49.2000000,-2.1333000
1184,JE2,49.198461,-2.116311
1185,JE3,49.186386,-2.204252
1186,JE4,49.2000000,-2.1333000
1187,KA1,55.575944,-4.499006
1188,KA10,55.550826,-4.648273
1189,KA11,55.612651,-4.623617
1190,KA12,55.619641,-4.668236
1191,KA13,55.671278,-4.663319
1192,KA14,55.74,-4.671
1193,KA15,55.737551,-4.602323
1194,KA16,55.607,-4.33
1195,KA17,55.615497,-4.347907
1196,KA18,55.451,-4.239
1197,KA19,55.346,-4.667
1198,KA2,55.591135,-4.557859
1199,KA20,55.640901,-4.753067
1200,KA21,55.65747,-4.770053
1201,KA22,55.659912,-4.811473
1202,KA23,55.682579,-4.846272
1203,KA24,55.71,-4.715
1204,KA25,55.753,-4.688
1205,KA26,55.219,-4.834
1206,KA27,55.539,-5.172
1207,KA28,55.755,-4.924
1208,KA29,55.757,-4.853
1209,KA3,55.675488,-4.485808
1210,KA30,55.815751,-4.855692
1211,KA4,55.599,-4.382
1212,KA5,55.51,-4.386
1213,KA6,55.415,-4.505
1214,KA7,55.448,-4.628
1215,KA8,55.472,-4.612
1216,KA9,55.497,-4.604
1217,KT1,51.408237,-0.297472
1218,KT10,51.367456,-0.357050
1219,KT11,51.320095,-0.412597
1220,KT12,51.37773,-0.406744
1221,KT13,51.364483,-0.451296
1222,KT14,51.338183,-0.492064
1223,KT15,51.363,-0.494
1224,KT16,51.381969,-0.534270
1225,KT17,51.341534,-0.248236
1226,KT18,51.299502,-0.263596
1227,KT19,51.35196,-0.274087
1228,KT2,51.420081,-0.282904
1229,KT20,51.278613,-0.249895
1230,KT21,51.313868,-0.303723
1231,KT22,51.307868,-0.332377
1232,KT23,51.278338,-0.365836
1233,KT24,51.269,-0.429
1234,KT3,51.401798,-0.254786
1235,KT4,51.376935,-0.246493
1236,KT5,51.390594,-0.284785
1237,KT6,51.386646,-0.302252
1238,KT7,51.391824,-0.320101
1239,KT8,51.400236,-0.354739
1240,KT9,51.355793,-0.304350
1241,KW1,58.516048,-3.243888
1242,KW10,57.975,-3.975
1243,KW11,58.305,-4.13
1244,KW12,58.506,-3.491
1245,KW13,58.455,-3.895
1246,KW14,58.589,-3.556
1247,KW15,58.981,-2.959
1248,KW16,58.96,-3.274
1249,KW17,59.042,-3.003
1250,KW2,58.349,-3.163
1251,KW3,58.308,-3.279
1252,KW5,58.287,-3.382
1253,KW6,58.249,-3.442
1254,KW7,58.187,-3.5
1255,KW8,58.116,-3.664
1256,KW9,58.014,-3.858
1257,KY1,56.130216,-3.129049
1258,KY10,56.241041,-2.704173
1259,KY11,56.047,-3.415
1260,KY12,56.094297,-3.525096
1261,KY13,56.210245,-3.456839
1262,KY14,56.31,-3.239
1263,KY15,56.3,-3.051
1264,KY16,56.339445,-2.804724
1265,KY2,56.123,-3.182
1266,KY3,56.064,-3.23
1267,KY4,56.115,-3.361
1268,KY5,56.145,-3.294
1269,KY6,56.197,-3.197
1270,KY7,56.197,-3.154
1271,KY8,56.197,-3.011
1272,KY9,56.21,-2.833
1273,KY99,56.059361,-3.444143
1274,L1,53.402051,-2.979837
1275,L10,53.47567,-2.928869
1276,L11,53.446588,-2.915847
1277,L12,53.435,-2.895
1278,L13,53.416145,-2.919508
1279,L14,53.418577,-2.882546
1280,L15,53.396904,-2.919002
1281,L16,53.397133,-2.898255
1282,L17,53.376294,-2.943622
1283,L18,53.38,-2.907
1284,L19,53.357016,-2.904938
1285,L2,53.407254,-2.985318
1286,L20,53.449902,-2.991349
1287,L21,53.471,-2.999
1288,L22,53.476583,-3.029664
1289,L23,53.491,-3.022
1290,L24,53.343,-2.836
1291,L25,53.378,-2.862
1292,L26,53.366636,-2.835282
1293,L27,53.386255,-2.844566
1294,L28,53.435,-2.864
1295,L29,53.507,-2.983
1296,L3,53.40334,-2.984977
1297,L30,53.484,-2.971
1298,L31,53.51693,-2.924429
1299,L32,53.478,-2.888
1300,L33,53.487237,-2.859828
1301,L34,53.446077,-2.826118
1302,L35,53.4027,-2.780354
1303,L36,53.414237,-2.842227
1304,L37,53.561579,-3.041104
1305,L38,53.524,-3.05
1306,L39,53.560045,-2.906784
1307,L4,53.437956,-2.959766
1308,L40,53.603383,-2.847126
1309,L5,53.425085,-2.976998
1310,L6,53.421698,-2.951493
1311,L67,53.42897,-2.958583
1312,L68,53.473055,-2.96069
1313,L69,53.407,-2.974
1314,L7,53.405138,-2.947701
1315,L70,53.413752,-2.929109
1316,L71,53.439492,-2.971429
1317,L72,53.4803,-2.988368
1318,L73,53.406399,-2.975554
1319,L74,53.393801,-2.988061
1320,L75,53.438613,-2.985222
1321,L8,53.39,-2.962
1322,L9,53.466068,-2.948398
1323,LA1,54.039125,-2.793106
1324,LA10,54.311133,-2.459054
1325,LA11,54.228867,-2.923676
1326,LA12,54.212323,-3.053453
1327,LA13,54.108096,-3.184410
1328,LA14,54.110315,-3.229479
1329,LA15,54.145988,-3.190365
1330,LA16,54.158056,-3.203576
1331,LA17,54.238938,-3.173890
1332,LA18,54.24227,-3.290703
1333,LA19,54.276136,-3.350277
1334,LA2,54.034544,-2.607522
1335,LA20,54.329257,-3.195772
1336,LA21,54.366659,-3.018281
1337,LA22,54.407076,-3.009829
1338,LA23,54.371625,-2.909535
1339,LA3,54.03401,-2.873115
1340,LA4,54.070238,-2.850976
1341,LA5,54.144818,-2.792400
1342,LA6,54.20768,-2.551153
1343,LA7,54.223064,-2.749163
1344,LA8,54.336969,-2.731064
1345,LA9,54.325,-2.742
1346,LD1,52.293074,-3.366511
1347,LD2,52.141,-3.393
1348,LD3,51.96,-3.371
1349,LD4,52.118,-3.555
1350,LD5,52.127,-3.616
1351,LD6,52.309,-3.508
1352,LD7,52.352,-3.085
1353,LD8,52.268,-3.043
1354,LE1,52.63265,-1.128715
1355,LE10,52.518598,-1.349618
1356,LE11,52.766197,-1.226553
1357,LE12,52.782215,-1.218006
1358,LE13,52.763672,-0.890501
1359,LE14,52.78518,-0.873191
1360,LE15,52.642075,-0.714067
1361,LE16,52.493364,-0.863487
1362,LE17,52.461783,-1.154466
1363,LE18,52.574807,-1.113099
1364,LE19,52.577641,-1.272958
1365,LE2,52.603876,-1.092301
1366,LE21,52.632649,-1.125237
1367,LE3,52.601742,-1.247737
1368,LE4,52.664858,-1.125051
1369,LE41,52.654113,-1.121497
1370,LE5,52.639082,-1.084840
1371,LE55,52.690357,-1.290318
1372,LE6,52.684859,-1.234634
1373,LE65,52.753324,-1.451506
1374,LE67,52.716169,-1.352162
1375,LE7,52.677164,-1.020786
1376,LE8,52.559415,-1.064737
1377,LE87,52.596957,-1.154074
1378,LE9,52.578862,-1.275923
1379,LE94,52.483686,-0.905523
1380,LE95,52.606176,-1.19056
1381,LL11,53.070199,-3.109533
1382,LL12,53.086,-2.988
1383,LL13,53.036,-2.96
1384,LL14,52.992,-3.051
1385,LL15,53.103,-3.315
1386,LL16,53.185,-3.432
1387,LL17,53.267111,-3.422005
1388,LL18,53.31,-3.475
1389,LL19,53.331,-3.408
1390,LL20,52.959,-3.159
1391,LL21,52.99,-3.409
1392,LL22,53.21848,-3.617737
1393,LL23,52.90575,-3.610362
1394,LL24,53.057,-3.785
1395,LL25,53.054,-3.878
1396,LL26,53.139,-3.785
1397,LL27,53.147,-3.824
1398,LL28,53.288,-3.76
1399,LL29,53.289,-3.708
1400,LL30,53.318,-3.815
1401,LL31,53.291,-3.81
1402,LL32,53.26,-3.839
1403,LL33,53.25,-3.98
1404,LL34,53.288021,-3.884084
1405,LL35,52.547,-4.041
1406,LL36,52.622007,-4.003115
1407,LL37,52.666,-4.083
1408,LL38,52.698,-4.039
1409,LL39,52.711,-4.011
1410,LL40,52.756,-3.875
1411,LL41,52.969,-3.938
1412,LL42,52.725,-4.054
1413,LL43,52.774,-4.092
1414,LL44,52.791,-4.096
1415,LL45,52.82,-4.095
1416,LL46,52.882838,-4.101436
1417,LL47,52.902,-4.062
1418,LL48,52.936,-4.07
1419,LL49,52.929,-4.138
1420,LL51,52.974,-4.238
1421,LL52,52.935934,-4.221175
1422,LL53,52.884,-4.491
1423,LL54,53.059,-4.285
1424,LL55,53.134,-4.204
1425,LL56,53.187,-4.199
1426,LL57,53.207,-4.111
1427,LL58,53.28,-4.099
1428,LL59,53.235,-4.159
1429,LL60,53.215,-4.27
1430,LL61,53.195,-4.262
1431,LL62,53.21,-4.385
1432,LL63,53.219,-4.471
1433,LL64,53.228,-4.517
1434,LL65,53.301,-4.569
1435,LL66,53.381,-4.405
1436,LL67,53.411,-4.456
1437,LL68,53.398,-4.377
1438,LL69,53.386,-4.318
1439,LL70,53.364,-4.287
1440,LL71,53.327,-4.368
1441,LL72,53.35,-4.24
1442,LL73,53.335,-4.244
1443,LL74,53.316,-4.232
1444,LL75,53.283,-4.218
1445,LL76,53.301,-4.238
1446,LL77,53.26,-4.311
1447,LL78,53.317,-4.262
1448,LN1,53.281461,-0.643980
1449,LN10,53.172046,-0.216730
1450,LN11,53.347522,0.001774
1451,LN12,53.333715,0.238474
1452,LN13,53.271806,0.186450
1453,LN2,53.28172,-0.488863
1454,LN3,53.268118,-0.409527
1455,LN4,53.131421,-0.322683
1456,LN5,53.156171,-0.583975
1457,LN6,53.182607,-0.640220
1458,LN7,53.465824,-0.329022
1459,LN8,53.347159,-0.340955
1460,LN9,53.219354,-0.112840
1461,LS1,53.798097,-1.551366
1462,LS10,53.767656,-1.528875
1463,LS11,53.776,-1.556
1464,LS12,53.788353,-1.600485
1465,LS13,53.81,-1.634
1466,LS14,53.839298,-1.438922
1467,LS15,53.811983,-1.432343
1468,LS16,53.859037,-1.602304
1469,LS17,53.889832,-1.518644
1470,LS18,53.851168,-1.652254
1471,LS19,53.861074,-1.678595
1472,LS2,53.80295,-1.547347
1473,LS20,53.874733,-1.730043
1474,LS21,53.941924,-1.665687
1475,LS22,53.945359,-1.407917
1476,LS23,53.904,-1.354
1477,LS24,53.87,-1.252
1478,LS25,53.794846,-1.289851
1479,LS26,53.755674,-1.445346
1480,LS27,53.748896,-1.604817
1481,LS28,53.806574,-1.671105
1482,LS29,53.924246,-1.822439
1483,LS3,53.801,-1.56
1484,LS4,53.806593,-1.580643
1485,LS5,53.81528,-1.594178
1486,LS6,53.82,-1.568
1487,LS7,53.819271,-1.543001
1488,LS8,53.827747,-1.504109
1489,LS88,53.750785,-1.538965
1490,LS9,53.796771,-1.505740
1491,LS98,53.778778,-1.525004
1492,LS99,53.78669,-1.592793
1493,LU1,51.865456,-0.434819
1494,LU2,51.888005,-0.376089
1495,LU3,51.916211,-0.451287
1496,LU4,51.907458,-0.467724
1497,LU5,51.925226,-0.517439
1498,LU6,51.861683,-0.549574
1499,LU7,51.892898,-0.659637
1500,M1,53.478484,-2.235570
1501,M11,53.478896,-2.181232
1502,M12,53.464,-2.201
1503,M13,53.459219,-2.216237
1504,M14,53.447165,-2.225736
1505,M15,53.465937,-2.249446
1506,M16,53.455693,-2.269222
1507,M17,53.469253,-2.322645
1508,M18,53.46,-2.183707
1509,M19,53.429896,-2.194349
1510,M2,53.479005,-2.244153
1511,M20,53.422428,-2.234445
1512,M21,53.43395,-2.269960
1513,M22,53.385651,-2.259741
1514,M23,53.395878,-2.287664
1515,M24,53.557418,-2.201658
1516,M25,53.533231,-2.271332
1517,M26,53.562,-2.333
1518,M27,53.512,-2.337
1519,M28,53.512763,-2.398658
1520,M29,53.508,-2.457
1521,M3,53.483592,-2.245642
1522,M30,53.484,-2.354
1523,M31,53.428787,-2.400233
1524,M32,53.45,-2.309
1525,M33,53.421514,-2.323351
1526,M34,53.458359,-2.125018
1527,M35,53.50564,-2.151632
1528,M38,53.532,-2.421
1529,M4,53.485463,-2.228800
1530,M40,53.504971,-2.194247
1531,M41,53.454354,-2.367779
1532,M43,53.484989,-2.147084
1533,M44,53.440024,-2.430289
1534,M45,53.544338,-2.294643
1535,M46,53.526,-2.49
1536,M5,53.478043,-2.294437
1537,M50,53.479393,-2.304275
1538,M6,53.492,-2.297
1539,M60,53.482366,-2.241697
1540,M7,53.505,-2.26
1541,M8,53.509,-2.239
1542,M9,53.521264,-2.214154
1543,M90,53.376484,-2.276032
1544,M99,53.484512,-2.234866
1545,ME1,51.359086,0.491901
1546,ME10,51.344729,0.734229
1547,ME11,51.413,0.749
1548,ME12,51.404436,0.848618
1549,ME13,51.282343,0.888599
1550,ME14,51.298306,0.561062
1551,ME15,51.254,0.534
1552,ME16,51.273913,0.487237
1553,ME17,51.235,0.61
1554,ME18,51.237998,0.429235
1555,ME19,51.296514,0.398846
1556,ME2,51.380165,0.477404
1557,ME20,51.306668,0.471064
1558,ME3,51.438757,0.588872
1559,ME4,51.383863,0.531896
1560,ME5,51.351094,0.522686
1561,ME6,51.327,0.441
1562,ME7,51.361432,0.562335
1563,ME8,51.361196,0.601817
1564,ME9,51.332221,0.724685
1565,MK1,52.006042,-0.726102
1566,MK10,52.038708,-0.717943
1567,MK11,52.051048,-0.838194
1568,MK12,52.057767,-0.820093
1569,MK13,52.056028,-0.796945
1570,MK14,52.064174,-0.782128
1571,MK15,52.051214,-0.718167
1572,MK16,52.103982,-0.713042
1573,MK17,51.997976,-0.718025
1574,MK18,51.985593,-0.950963
1575,MK19,52.071511,-0.843227
1576,MK2,51.991505,-0.724342
1577,MK3,51.994067,-0.752453
1578,MK4,52.003753,-0.768654
1579,MK40,52.13717,-0.479912
1580,MK41,52.163786,-0.444731
1581,MK42,52.118664,-0.469618
1582,MK43,52.1155,-0.566550
1583,MK44,52.201139,-0.435438
1584,MK45,52.045799,-0.453286
1585,MK46,52.15748,-0.695984
1586,MK5,52.019583,-0.769548
1587,MK6,52.028502,-0.728320
1588,MK7,52.018159,-0.692361
1589,MK77,52.042089,-0.81887
1590,MK8,52.033262,-0.806771
1591,MK9,52.040574,-0.733722
1592,ML1,55.803476,-3.967203
1593,ML10,55.669269,-4.094852
1594,ML11,55.667,-3.786
1595,ML12,55.566,-3.596
1596,ML2,55.777,-3.913
1597,ML3,55.77,-4.054
1598,ML4,55.820034,-4.019573
1599,ML5,55.873922,-4.032131
1600,ML6,55.867,-3.962
1601,ML7,55.83,-3.793
1602,ML8,55.716737,-3.827221
1603,ML9,55.725,-3.967
1604,N1,51.520203,-0.118901
1605,N10,51.59513,-0.145825
1606,N11,51.615533,-0.141471
1607,N12,51.613508,-0.178379
1608,N13,51.618858,-0.103140
1609,N14,51.637923,-0.097316
1610,N15,51.582035,-0.080924
1611,N16,51.562311,-0.076447
1612,N17,51.595864,-0.070642
1613,N18,51.614927,-0.067741
1614,N19,51.563579,-0.132378
1615,N1P,51.538425,-0.103278
1616,N2,51.58786,-0.169374
1617,N20,51.628007,-0.189563
1618,N21,51.637296,-0.097336
1619,N22,51.601747,-0.114115
1620,N3,51.600312,-0.193028
1621,N4,51.570184,-0.102965
1622,N5,51.553744,-0.097731
1623,N6,51.557023,-0.056030
1624,N7,51.554382,-0.120549
1625,N8,51.583318,-0.116275
1626,N9,51.621502,-0.077312
1627,NE1,54.981782,-1.626919
1628,NE10,54.946321,-1.552178
1629,NE11,54.93072,-1.640998
1630,NE12,55.025297,-1.564569
1631,NE13,55.049991,-1.659688
1632,NE15,54.993057,-1.771307
1633,NE16,54.927119,-1.711040
1634,NE17,54.931603,-1.820496
1635,NE18,55.034773,-1.837639
1636,NE19,55.164375,-2.101263
1637,NE2,54.985004,-1.611361
1638,NE20,55.079673,-1.857460
1639,NE21,54.95684,-1.725097
1640,NE22,55.139054,-1.581981
1641,NE23,55.077648,-1.586548
1642,NE24,55.130625,-1.536318
1643,NE25,55.053899,-1.494396
1644,NE26,55.056624,-1.473973
1645,NE27,55.039304,-1.519450
1646,NE28,55.003267,-1.516431
1647,NE29,55.01027,-1.483932
1648,NE3,55.018388,-1.635138
1649,NE30,55.020213,-1.454120
1650,NE31,54.969735,-1.508682
1651,NE32,54.966454,-1.479865
1652,NE33,54.991318,-1.427127
1653,NE34,54.975441,-1.423016
1654,NE35,54.961835,-1.462428
1655,NE36,54.953499,-1.463831
1656,NE37,54.909669,-1.527626
1657,NE38,54.889641,-1.520589
1658,NE39,54.927329,-1.751600
1659,NE4,54.974833,-1.644895
1660,NE40,54.960344,-1.758919
1661,NE41,54.973835,-1.820726
1662,NE42,54.959042,-1.863260
1663,NE43,54.956269,-1.909184
1664,NE44,54.940133,-2.017454
1665,NE45,54.978569,-2.014446
1666,NE46,54.998166,-2.124674
1667,NE47,54.918234,-2.197924
1668,NE48,55.13232,-2.344067
1669,NE49,54.978006,-2.469383
1670,NE5,55.000217,-1.699888
1671,NE6,54.978668,-1.563263
1672,NE61,55.181,-1.688
1673,NE62,55.161,-1.592
1674,NE63,55.178,-1.562
1675,NE64,55.184,-1.514
1676,NE65,55.313,-1.751
1677,NE66,55.428,-1.731
1678,NE67,55.534,-1.693
1679,NE68,55.574,-1.658
1680,NE69,55.605,-1.716
1681,NE7,54.994365,-1.580148
1682,NE70,55.594,-1.815
1683,NE71,55.555,-2.044
1684,NE8,54.953387,-1.608743
