"AB106JD",10,392546,804700,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JE",10,392474,804707,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JF",10,392590,804577,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JG",10,393232,805637,"S92000003","","S08000020","","S12000033","S13002844"
"AB106JH",10,392695,804594,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JJ",10,392894,804483,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JL",10,392706,804296,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JN",10,392611,804363,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JP",10,392479,804354,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JQ",10,392578,804418,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JR",10,392318,804556,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JU",10,392775,804507,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JW",10,392947,804418,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JY",10,392709,804344,"S92000003","","S08000020","","S12000033","S13002845"
"AB106JZ",10,392701,804387,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LE",10,392553,804455,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LF",10,392583,804511,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LG",10,392414,804471,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LH",10,392426,804511,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LP",10,393304,805756,"S92000003","","S08000020","","S12000033","S13002844"
"AB106LQ",10,393190,805492,"S92000003","","S08000020","","S12000033","S13002844"
"AB106LR",10,393042,805031,"S92000003","","S08000020","","S12000033","S13002845"
"AB106LX",10,392394,804903,"S92000003","","S08000020","","S12000033","S13002844"
"AB106LZ",10,392398,804406,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NA",10,392401,804652,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NB",10,392298,804704,"S92000003","","S08000020","","S12000033","S13002845"
"AB106ND",10,392463,804558,"S92000003","","S08000020","","S12000033","S13002845"
"AB106NJ",10,392107,804694,"S92000003","","S08000020","","S12000033","S13002845"
