Story ID,Year,Season,Title,No. of parts,Pt. 1 air date,Pt. 1 viewers (in millons),Pt. 2 air date,Pt.2 viewers,Pt. 3 air date,Pt.3 viewers,Pt. 4 air date,Pt.4 viewers,Pt.5 air date,Pt. 5 viewers,Pt.6 air date,Pt.6 viewers,Pt. 7 air date,Pt.7 viewers,pt. 8 air date,pt. 8 viewers,pt. 9 air date,pt. 9 viewers,pt. 10 air date,pt. 10 viewers,pt. 11 air date,pt. 11 viewers,pt. 12 air date,pt. 12 viewers,Type of Broadcast,Doctor Number,Doctor,Guest Doctor(s),Companion,Companion,Companion,Companion,Companion,Companion,Companion,Companion,Appearance of UNIT,Recurring Villains,Firsts
21,1966,3,The Daleks' Master Plan,12,11/13/65,9.1,11/20/65,9.8,11/27/65,10.3,12/4/65,9.5,12/11/65,9.9,12/18/65,9.1,12/25/65,7.9,1/1/66,9.6,1/8/66,9.2,1/15/66,9.5,1/22/66,9.8,1/29/66,8.6,Serial,1,William Hartnell,,Steven Taylor,Sara Kingdom,Katarina,,,,,,,Daleks,
22,1966,3,The Massacre of St. Bartholomew's Eve,4,2/5/66,8,2/12/66,6,2/19/66,5.9,2/26/66,5.8,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Steven Taylor,Dodo Chaplet,,,,,,,,,
23,1966,3,The Ark,4,3/5/66,5.5,3/12/66,6.9,3/19/66,6.2,3/26/66,7.3,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Steven Taylor,Dodo Chaplet,,,,,,,,,
24,1966,3,The Celestial Toymaker,4,4/2/66,8,4/9/66,8,4/16/66,9.4,4/23/66,7.8,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Steven Taylor,Dodo Chaplet,,,,,,,,,
25,1966,3,The Gunfighters,4,4/30/66,6.5,5/7/66,6.6,5/14/66,6.2,5/21/66,5.7,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Steven Taylor,Dodo Chaplet,,,,,,,,,
26,1966,3,The Savages,4,5/28/66,4.8,6/4/66,5.6,6/11/66,5,6/18/66,4.5,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Steven Taylor,Dodo Chaplet,,,,,,,,,
27,1966,3,The War Machines,4,6/25/66,5.4,7/2/66,4.7,7/9/66,5.3,7/16/66,5.5,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Dodo Chaplet,Polly,Ben Jackson,,,,,,,,
28,1966,4,The Smugglers,4,9/10/66,4.3,9/17/66,4.9,9/24/66,4.2,10/1/66,4.5,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Polly,Ben Jackson,,,,,,,,,
29,1966,4,The Tenth Planet,4,10/8/66,5.5,15/10/66,"6,4",10/22/66,7.6,10/29/66,7.5,,,,,,,,,,,,,,,,,Serial,1,William Hartnell,,Polly,Ben Jackson,,,,,,,,Cybermen,
30,1966,4,The Power of the Daleks,6,11/5/66,7.9,11/12/66,7.8,11/19/66,7.5,11/26/66,7.8,12/3/66,8,12/10/66,7.8,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,,,,,,,,Daleks,
31,1967,4,The Highlanders,4,12/17/66,6.7,12/24/66,6.8,12/31/66,7.4,1/7/67,7.3,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,Jamie McCrimmon,,,,,,,,
32,1967,4,The Underwater Menace,4,1/14/67,8.3,1/21/67,7.5,1/28/67,7.1,2/4/67,7,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,Jamie McCrimmon,,,,,,,,
33,1967,4,The Moonbase,4,2/11/67,8.1,2/18/67,8.9,2/25/67,8.2,3/4/67,8.1,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,Jamie McCrimmon,,,,,,,Cybermen,
34,1967,4,The Macra Terror,4,3/11/67,8,3/18/67,7.9,3/25/67,8.5,4/1/67,8.4,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,Jamie McCrimmon,,,,,,,,
35,1967,4,The Faceless Ones,6,4/8/67,8,4/15/67,6.4,4/22/67,7.9,4/29/67,6.9,5/6/67,7.1,5/13/67,8,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Polly,Ben Jackson,Jamie McCrimmon,,,,,,,,
36,1967,4,The Evil Daleks,7,5/20/67,8.1,5/27/67,7.5,6/3/67,6.1,6/10/67,5.3,6/17/67,5.1,6/24/67,6.8,7/1/67,6.1,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,Daleks,
37,1967,5,The Tomb of the Cybermen,4,9/2/67,6,9/9/67,6.4,9/16/67,7.2,9/23/67,7.4,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,Cybermen,
38,1967,5,The Abominable Snowman,6,9/30/67,6.3,10/7/67,6,10/14/67,7.1,10/21/67,7.1,10/28/67,7.2,11/4/67,7.4,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,"The Yeti, The Great Intelligence",
39,1967,5,The Ice Warriors,6,11/11/67,6.7,11/18/67,7.1,11/25/67,7.4,12/2/67,7.3,12/9/67,8,12/16/67,7.5,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,Silurians,
40,1968,5,The Enemy of the World,6,12/23/67,6.8,12/30/67,7.6,1/6/68,7.1,1/13/68,7.8,1/20/68,6.9,1/27/68,8.3,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,,
41,1968,5,The Web of Fear,6,2/3/68,7.2,2/10/68,6.8,2/17/68,7,2/24/68,8.4,3/2/68,8,3/9/68,8.3,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,Brigadier Lethbridge-Stewart,,,,,,,"The Yeti, The Great Intelligence",
42,1968,5,Fury from the Deep,6,3/16/68,8.2,3/23/68,7.9,3/30/68,7.7,4/6/68,6.6,4/13/68,5.9,4/20/68,6.9,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Victoria Wakefield,,,,,,,,,First appearance of the Sonic Screwdriver
43,1968,5,The Wheel in Space,6,4/27/68,7.2,5.4.68,6.9,5/11/68,7.5,5/18/68,8.6,5/25/68,6.8,6/1/68,6.5,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,Cybermen,
44,1968,6,The Dominators,5,8/10/68,6.1,8/17/68,5.9,8/24/68,5.4,8/31/68,7.5,9/7/68,5.9,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,,
45,1968,6,The Mind Robber,5,9/14/68,6.6,9/21/68,6.5,9/28/68,7.2,10/5/68,7.3,10/12/68,6.7,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,,
46,1968,6,The Invasion,8,11/2/68,7.3,11/9/68,7.1,11/16/68,7.1,11/23/68,6.4,11/30/68,6.7,12/7/68,6.5,12/14/68,7.2,12/21/68,7,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,Brigadier Lethbridge-Stewart,,,,,,UNIT,Cybermen,
47,1969,6,The Krotons,4,12/28/68,9,1/4/69,8.4,1/11/69,7.5,1/18/69,7.1,,,,,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,,
48,1969,6,The Seeds of Death,6,1/25/69,6.6,2/1/69,6.8,2/8/69,7.5,2/15/69,7.1,2/22/69,7.6,3/1/69,7.7,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,Ice Warriors,
49,1969,6,The Space Pirates,6,3/8/69,5.8,3/15/69,6.8,3/22/69,6.4,3/29/69,5.8,4/5/69,5.5,4/12/69,5.3,,,,,,,,,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,,
50,1969,6,The War Games,10,4/19/69,5.5,4/26/69,6.3,5/3/69,5.1,5/10/69,5.7,5/17/69,5.1,5/24/69,4.9,5/31/69,4.9,6/7/69,3.5,6/14/69,4.1,6/21/69,5,,,,,Serial,2,Patrick Traughton,,Jamie McCrimmon,Zoe Heriot,,,,,,,,,"First use of the term ""Time Lords"""
51,1970,7,Spearhead from Space,4,1/3/70,8.4,1/10/70,8.1,1/17/70,8.3,1/24/70,8.1,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Liz Shaw,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
52,1970,7,Doctor Who and the Silurians,7,1/31/70,8.8,2/7/70,7.3,2/14/70,7.5,2/21/70,8.2,2/28/70,7.5,3/7/70,7.2,3/14/70,7.5,,,,,,,,,,,Serial,3,Jon Pertwee,,Liz Shaw,Brigadier Lethbridge-Stewart,,,,,,,UNIT,Silurians,
53,1970,7,The Ambassadors of Death,7,3/21/70,7.1,3/28/70,7.6,4/4/70,8,4/11/70,9.3,4/18/70,7.1,4/25/70,6.9,5/2/70,6.4,,,,,,,,,,,Serial,3,Jon Pertwee,,Liz Shaw,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
54,1970,7,Inferno,7,5/9/70,5.7,5/16/70,5.9,5/23/70,4.8,5/30/70,6,6/6/70,5.4,6/13/70,6.7,6/20/70,5.5,,,,,,,,,,,Serial,3,Jon Pertwee,,Liz Shaw,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
55,1971,8,Terror of the Autons,4,1/2/71,7.3,1/9/71,8,1/16/71,8.1,1/23/71,8.4,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,The Master (Roger Delgado),
56,1971,8,The Mind of Evil,6,1/30/71,6.1,2/6/71,8.8,2/13/71,7.5,2/20/71,7.4,2/27/71,7.6,3/6/71,7.3,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,The Master (Roger Delgado),
57,1971,8,The Claws of Axos,4,3/13/71,7.3,3/20/71,8,3/27/71,6.4,4/3/71,7.8,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,The Master (Roger Delgado),
58,1971,8,Colony in Space,6,4/10/71,7.6,4/17/71,8.5,4/24/71,9.5,5/1/71,8.1,5/8/71,8.8,5/15/71,8.7,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,,The Master (Roger Delgado),
59,1971,8,The Daemons,5,5/22/71,9.2,5/29/71,8,6/5/71,8.1,6/12/71,8.1,6/19/71,8.3,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,The Master (Roger Delgado),
60,1972,9,Day of the Daleks,4,1/1/72,9.8,1/8/72,10.4,1/15/72,9.1,1/22/72,9.1,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,Daleks,
61,1972,9,The Curse of Peladon,4,1/29/72,10.3,2/5/72,11,2/12/72,7.8,2/19/72,8.4,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,Ice Warriors,
62,1972,9,The Sea Devils,6,2/26/72,6.4,3/4/72,9.7,3/11/72,8.3,3/18/72,8.3,3/25/72,8.3,4/1/72,8.5,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,"Ice Warriiors, The Master (Roger Delgado)",
63,1972,9,The Mutants,6,4/8/72,9.1,4/15/72,7.8,4/22/72,7.9,4/29/72,7.5,5/6/72,7.9,5/13/72,6.5,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,,
64,1972,9,The Time Monster,6,5/20/72,7.2,5/27/72,7.4,6/3/72,8.1,6/10/72,7.6,6/17/72,6,6/24/72,7.6,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,The Master (Roger Delgado),
65,1973,10,The Three Doctors,4,12/30/72,9.6,1/6/73,10.8,1/13/73,8.8,1/20/73,11.9,,,,,,,,,,,,,,,,,Serial/Special,3,Jon Pertwee,"William Hartnell, Patrick Traughton",Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
66,1973,10,Carnival of Monsters,4,1/27/73,9.5,2/3/73,9,2/10/73,9,2/17/73,9.2,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,,
67,1973,10,Frontier in Space,6,2/24/73,9.1,3/3/73,7.8,3/10/73,7.5,3/17/73,7.1,3/24/73,7.7,3/31/73,8.9,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,The Master (Roger Delgado),
68,1973,10,Planet of the Daleks,6,4/7/73,11,4/14/73,10.7,4/21/73,10.1,4/28/73,8.3,5/5/73,9.7,5/12/73,8.5,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,,,,,,,,,Daleks,
69,1973,10,The Green Death,6,5/19/73,9.2,5/26/73,7.2,6/2/73,7.8,6/9/73,6.8,6/16/73,8.3,6/23/73,7,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Jo Grant,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
70,1974,11,The Time Warrior,4,12/15/73,8.7,12/22/73,7,12/29/73,6.6,1/5/74,10.6,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Sarah Jane Smith,Brigadier Lethbridge-Stewart,,,,,,,,Sontarans,"First mention of ""Galifrey"""
71,1974,11,Invasion of the Dinosaurs,6,1/12/74,11,1/19/74,10.1,1/26/74,11,2/2/74,9,2/9/74,9,2/16/74,7.5,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Sarah Jane Smith,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,
72,1974,11,Death to the Daleks,4,2/23/74,8.1,3/2/74,9.5,3/9/74,10.5,3/16/74,9.5,,,,,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Sarah Jane Smith,,,,,,,,,Daleks,
73,1974,11,The Monster of Peladon,6,3/23/74,9.2,3/30/74,6.8,4/6/74,7.4,4/13/74,7.2,4/20/74,7.5,4/27/74,8.1,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Sarah Jane Smith,,,,,,,,,Ice Warriors,
74,1974,11,Planet of the the Spiders,6,5/4/74,10.1,5/11/74,8.9,5/18/74,8.8,5/25/74,8.2,6/1/74,9.2,6/8/74,8.9,,,,,,,,,,,,,Serial,3,Jon Pertwee,,Sarah Jane Smith,Brigadier Lethbridge-Stewart,,,,,,,UNIT,,"First use of the term ""Regeneration"""
75,1975,12,Robot,4,12/2/8/74,10.8,1/4/75,10.7,1/11/75,10.1,1/18/75,9,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,Brigadier Lethbridge-Stewart,,,,,,UNIT,,
76,1975,12,The Ark in Space,4,1/25/75,9.4,2/1/75,13.6,2/8/75,11.2,2/15/75,10.2,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,,,,,,,,,
77,1975,12,The Sontaran Experiment,2,2/22/75,11,1/3/75,10.5,,,,,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,,,,,,,,Sontarans,
78,1975,12,Genesis of the Daleks,6,3/8/75,10.7,3/15/75,10.5,3/22/75,8.5,3/29/75,8.8,4/5/75,9.8,4/12/75,9.1,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,,,,,,,,Daleks,
79,1975,12,Revenge of the Cybermen,4,4/19/75,9.5,4/26/75,8.3,5/3/75,8.9,5/10/75,9.4,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,,,,,,,,Cybermen,
80,1975,13,Terror of the Zygons,4,8/30/75,8.4,9/6/75,6.1,9/13/75,8.2,9/20/75,7.2,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,Harry Sullivan,Brigadier Lethbridge-Stewart,,,,,,UNIT,
81,1975,13,Planet of Evil,4,9/27/75,10.4,10/4/75,9.9,10/11/75,9.1,10/18/75,10.1,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,,
82,1975,13,Pyramids of Mars,4,10/25/75,10.5,11/1/75,11.3,11/8/75,9.4,11/15/75,11.7,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,,
83,1975,13,The Android Invasion,4,11/22/75,11.9,11/29/75,11.3,12/6/75,12.1,12/13/75,11.4,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,UNIT,
84,1976,13,The Brain of Morbius,4,1/3/76,9.5,1/10/76,9.3,1/17/76,10.1,1/24/76,10.2,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,,
85,1976,13,The Seeds of Doom,6,1/31/76,11.4,2/7/76,11.4,2/14/76,10.3,2/21/76,11.12/28/76,9.9,3/6/76,11.5,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,UNIT,
86,1976,14,The Masque of Mandragora,4,9/4/76,8.3,9/11/76,9.8,9/18/76,9.2,9/25/76,10.6,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,,
87,1976,14,The Hand of Fear,4,10/2/76,10.5,10/9/76,10.2,10/16/76,11.1,10/23/76,12,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Sarah Jane Smith,,,,,,,,,
88,1976,14,The Deadly Assassin,4,10/30/76,11.8,11/6/76,12.1,11/13/76,13,11/20/76,11.8,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,,,,,,,,,,The Master (Peter Pratt)
89,1977,14,The Face of Evil,4,1/1/77,10.7,1/8/77,11.1,1/15/77,11.3,1/22/07,11.7,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,,,,,,,,,
90,1977,14,The Robots of Death,4,1/29/77,12.8,2/5/77,12.4,2/12/77,13.1,2/19/77,12.6,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,,,,,,,,,
91,1977,14,The Talons of Weng-Chiang,6,2/26/77,11.3,3/5/77,9.8,3/12/77,10.2,3/19/77,11.4,3/26/77,10.1,4/2/77,9.3,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,,,,,,,,,
92,1977,15,Horror of Fang Rock,4,9/3/77,6.8,9/10/77,7.1,9/17/77,9.8,9/24/77,9.9,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,,,,,,,,,
93,1977,15,The Invisible Enemy,4,10/1/77,8.6,10/8/77,7.3,10/15/77,7.5,10/22/77,8.3,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,K-9,,,,,,,,
94,1977,15,Image of the Fendahl,4,10/29/77,6.7,11/5/77,7.5,11/12/77,7.9,11/19/77,9.1,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,,,,,,,,,
95,1977,15,The Sun Makers,4,11/26/77,8.5,12/3/77,9.5,12/10/07,8.9,12/17/77,8.4,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,K-9,,,,,,,,
96,1978,15,Underworld,4,1/7/78,8.9,1/14/78,9.1,1/21/78,8.9,1/28/78,11.7,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,K-9,,,,,,,,
97,1978,15,The Invasion of Time,6,2/4/78,11.2,2/11/78,11.4,2/18/78,9.5,2/25/78,10.9,3/4/78,10.3,3/11/78,9.8,,,,,,,,,,,,,Serial,4,Tom Baker,,Leela,K-9,,,,,,,,Sontarans
98,1978,16,The Ribos Operation,4,9/2/78,8.3,9/9/78,8.1,9/16/78,7.9,9/23/78,8.2,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,K-9,,,,,,,,
99,1978,16,The Pirate Planet,4,9/30/78,9.1,10/7/78,7.4,10/14/78,8.2,10/21/78,8.4,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,K-9,,,,,,,,
100,1978,16,The Stones of Blood,4,10/28/78,8.6,11/4/78,6.6,11/11/78,9.3,11/18/78,7.6,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,K-9,,,,,,,,
101,1978,16,The Androids of Tara,4,11/25/78,8.5,12/2/78,10.1,12/9/78,8.9,12/16/78,9,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,K-9,,,,,,,,
102,1978,16,The Power of Kroll,4,12/23/78,6.5,12/30/78,12.4,1/6/79,8.9,1/13/79,9.9,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,,,,,,,,,
103,1979,16,The Amageddon Factor,6,1/20/79,7.5,1/27/79,8.8,2/3/79,7.8,2/10/79,8.6,2/17/79,8.6,2/24/79,9.6,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana I,K-9,,,,,,,,
104,1979,17,Destiny of the Daleks,4,9/1/79,13,9/8/79,12.7,9/15/79,13.8,9/22/79,14.4,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana II,,,,,,,,,Daleks
105,1979,17,Dity of Death,4,9/29/79,12.4,10/6/79,14.1,10/13/79,15.4,10/20/79,16.1,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana II,,,,,,,,,
106,1979,17,The Creature from the Pit,4,10/27/79,9.3,11/3/79,10.8,11/10/79,10.2,11/17/79,9.6,,,,,,,,,,,,,,,,,Serial,4,Tom Baker,,Romana II,K-9,,,,,,,,
