LAESTAB,URN,COHORT,OVERALL_DEST,APPREN,EMPLOYMENT,EDUCATION,FE,6TH_COL,SCH_6TH,OTHER_EDU,NOT_SUSTAINED,UNKNOWN,OVERALL_DESTPER,APPRENPER,EMPLOYMENTPER,EDUCATIONPER,FEPER,6TH_COLPER,SCH_6THPER,OTHER_EDUPER,NOT_SUSTAINEDPER,UNKNOWNPER
9254030,120645,126,119,20,7,112,82,0,30,0,SUPP,SUPP,94%,16%,6%,89%,65%,0%,24%,0%,SUPP,SUPP
9254048,136968,125,112,7,5,107,75,9,23,0,13,0,90%,6%,4%,86%,60%,7%,18%,0%,10%,0%
9254049,136958,105,102,4,SUPP,SUPP,55,42,SUPP,0,3,0,97%,4%,SUPP,SUPP,52%,40%,SUPP,0%,3%,0%
9254050,141581,123,116,13,5,111,76,SUPP,35,SUPP,SUPP,SUPP,94%,11%,4%,90%,62%,SUPP,28%,SUPP,SUPP,SUPP
9254061,120653,65,64,3,SUPP,SUPP,46,14,SUPP,0,SUPP,SUPP,98%,5%,SUPP,SUPP,71%,22%,SUPP,0%,SUPP,SUPP
9254062,120654,95,90,14,7,83,64,0,19,0,5,0,95%,15%,7%,87%,67%,0%,20%,0%,5%,0%
9254065,120655,177,175,4,5,170,19,13,135,3,SUPP,SUPP,99%,2%,3%,96%,11%,7%,76%,2%,SUPP,SUPP
9254067,137600,99,89,3,3,86,73,0,10,3,7,3,90%,3%,3%,87%,74%,0%,10%,3%,7%,3%
9254072,138754,191,183,10,10,173,126,0,47,0,SUPP,SUPP,96%,5%,5%,91%,66%,0%,25%,0%,SUPP,SUPP
9254501,137793,149,146,3,SUPP,SUPP,8,SUPP,137,SUPP,SUPP,SUPP,98%,2%,SUPP,SUPP,5%,SUPP,92%,SUPP,SUPP,SUPP
9254507,138755,131,126,9,10,116,82,SUPP,33,SUPP,5,0,96%,7%,8%,89%,63%,SUPP,25%,SUPP,4%,0%
9254514,136491,163,160,8,7,153,50,SUPP,93,SUPP,SUPP,SUPP,98%,5%,4%,94%,31%,SUPP,57%,SUPP,SUPP,SUPP
9254516,138756,101,96,14,3,93,74,SUPP,17,SUPP,SUPP,SUPP,95%,14%,3%,92%,73%,SUPP,17%,SUPP,SUPP,SUPP
9254603,139304,122,121,SUPP,SUPP,SUPP,21,SUPP,95,SUPP,SUPP,SUPP,99%,SUPP,SUPP,SUPP,17%,SUPP,78%,SUPP,SUPP,SUPP
9255400,138757,98,96,SUPP,3,93,14,0,76,3,SUPP,SUPP,98%,SUPP,3%,95%,14%,0%,78%,3%,SUPP,SUPP
9255401,136315,84,84,3,SUPP,SUPP,15,SUPP,65,SUPP,0,0,100%,4%,SUPP,SUPP,18%,SUPP,77%,SUPP,0%,0%
9255402,137166,148,146,4,SUPP,SUPP,21,SUPP,122,SUPP,SUPP,SUPP,99%,3%,SUPP,SUPP,14%,SUPP,82%,SUPP,SUPP,SUPP
9255403,137213,116,114,SUPP,SUPP,SUPP,10,SUPP,102,SUPP,SUPP,SUPP,98%,SUPP,SUPP,SUPP,9%,SUPP,88%,SUPP,SUPP,SUPP
9255405,142262,126,125,3,SUPP,SUPP,8,13,100,SUPP,SUPP,SUPP,99%,2%,SUPP,SUPP,6%,10%,79%,SUPP,SUPP,SUPP
9255406,136350,95,94,SUPP,SUPP,SUPP,SUPP,9,79,SUPP,SUPP,SUPP,99%,SUPP,SUPP,SUPP,SUPP,9%,83%,SUPP,SUPP,SUPP
9255407,136537,156,149,17,8,141,63,0,78,0,SUPP,SUPP,96%,11%,5%,90%,40%,0%,50%,0%,SUPP,SUPP
9255408,137447,210,195,8,4,191,52,0,139,0,11,4,93%,4%,2%,91%,25%,0%,66%,0%,5%,2%
9255411,138665,124,124,4,0,124,15,0,106,3,0,0,100%,3%,0%,100%,12%,0%,85%,2%,0%,0%
9255412,136871,235,224,23,6,218,81,SUPP,135,SUPP,SUPP,SUPP,95%,10%,3%,93%,34%,SUPP,57%,SUPP,SUPP,SUPP
9255413,137135,216,208,17,5,203,98,SUPP,103,SUPP,SUPP,SUPP,96%,8%,2%,94%,45%,SUPP,48%,SUPP,SUPP,SUPP
9255415,136415,244,240,8,SUPP,SUPP,82,SUPP,154,SUPP,4,0,98%,3%,SUPP,SUPP,34%,SUPP,63%,SUPP,2%,0%
9255416,139168,271,256,17,8,248,148,0,97,3,SUPP,SUPP,94%,6%,3%,92%,55%,0%,36%,1%,SUPP,SUPP
9255417,120713,196,173,14,9,164,71,SUPP,76,SUPP,SUPP,SUPP,88%,7%,5%,84%,36%,SUPP,39%,SUPP,SUPP,SUPP
9255418,136358,179,166,13,4,162,61,SUPP,99,SUPP,13,0,93%,7%,2%,91%,34%,SUPP,55%,SUPP,7%,0%
9255420,138839,166,156,17,6,150,101,SUPP,48,SUPP,SUPP,SUPP,94%,10%,4%,90%,61%,SUPP,29%,SUPP,SUPP,SUPP
9255421,139623,94,88,6,SUPP,SUPP,SUPP,0,46,0,SUPP,SUPP,94%,6%,SUPP,SUPP,SUPP,0%,49%,0%,SUPP,SUPP
9255422,136476,121,110,6,5,105,99,0,6,0,7,4,91%,5%,4%,87%,82%,0%,5%,0%,6%,3%
9255423,136282,191,186,16,5,181,71,0,106,4,SUPP,SUPP,97%,8%,3%,95%,37%,0%,55%,2%,SUPP,SUPP
9255424,139180,36,35,0,SUPP,SUPP,SUPP,0,29,0,SUPP,SUPP,97%,0%,SUPP,SUPP,SUPP,0%,81%,0%,SUPP,SUPP
9256905,135563,77,69,9,SUPP,SUPP,16,SUPP,50,SUPP,SUPP,SUPP,90%,12%,SUPP,SUPP,21%,SUPP,65%,SUPP,SUPP,SUPP
9256906,135564,136,117,6,3,114,31,0,83,0,SUPP,SUPP,86%,4%,2%,84%,23%,0%,61%,0%,SUPP,SUPP
9256907,135565,274,270,16,SUPP,SUPP,32,SUPP,237,SUPP,SUPP,SUPP,99%,6%,SUPP,SUPP,12%,SUPP,86%,SUPP,SUPP,SUPP
9256908,135666,188,174,19,9,165,115,41,9,0,SUPP,SUPP,93%,10%,5%,88%,61%,22%,5%,0%,SUPP,SUPP
9256909,136044,351,335,18,11,324,118,0,197,9,13,3,95%,5%,3%,92%,34%,0%,56%,3%,4%,1%
9256910,136194,192,174,12,8,166,94,0,72,0,SUPP,SUPP,91%,6%,4%,86%,49%,0%,38%,0%,SUPP,SUPP
9256911,136217,182,161,8,4,157,81,SUPP,74,SUPP,SUPP,SUPP,88%,4%,2%,86%,45%,SUPP,41%,SUPP,SUPP,SUPP
9257002,141253,13,12,0,SUPP,SUPP,5,SUPP,SUPP,6,SUPP,SUPP,92%,0%,SUPP,SUPP,38%,SUPP,SUPP,46%,SUPP,SUPP
9257005,141254,10,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257009,120750,26,25,0,SUPP,SUPP,23,0,SUPP,SUPP,SUPP,SUPP,96%,0%,SUPP,SUPP,88%,0%,SUPP,SUPP,SUPP,SUPP
9257011,120752,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257015,120754,25,25,0,0,25,4,SUPP,SUPP,20,0,0,100%,0%,0%,100%,16%,SUPP,SUPP,80%,0%,0%
9257016,120755,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257021,142308,21,19,0,SUPP,SUPP,7,SUPP,SUPP,8,SUPP,SUPP,90%,0%,SUPP,SUPP,33%,SUPP,SUPP,38%,SUPP,SUPP
9257024,139625,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257025,142309,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257028,120763,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9257029,139316,16,11,0,SUPP,SUPP,SUPP,0,0,0,5,0,69%,0%,SUPP,SUPP,SUPP,0%,0%,0%,31%,0%
9257030,134228,12,9,0,SUPP,SUPP,8,0,SUPP,SUPP,SUPP,SUPP,75%,0%,SUPP,SUPP,67%,0%,SUPP,SUPP,SUPP,SUPP
9257032,131277,12,7,0,SUPP,SUPP,6,SUPP,0,SUPP,SUPP,SUPP,58%,0%,SUPP,SUPP,50%,SUPP,0%,SUPP,SUPP,SUPP
9257034,142136,17,15,0,SUPP,SUPP,SUPP,0,SUPP,12,SUPP,SUPP,88%,0%,SUPP,SUPP,SUPP,0%,SUPP,71%,SUPP,SUPP
LA,925,8235,7820,460,225,7595,3100,195,4145,160,350,65,95%,6%,3%,92%,38%,2%,50%,2%,4%,1%
9264000,138918,103,95,9,5,90,41,SUPP,48,SUPP,SUPP,SUPP,92%,9%,5%,87%,40%,SUPP,47%,SUPP,SUPP,SUPP
9264001,139204,248,235,20,11,224,127,8,89,0,SUPP,SUPP,95%,8%,4%,90%,51%,3%,36%,0%,SUPP,SUPP
9264002,141268,198,187,19,9,178,108,0,67,3,SUPP,SUPP,94%,10%,5%,90%,55%,0%,34%,2%,SUPP,SUPP
9264005,138039,224,216,28,3,213,103,SUPP,106,SUPP,8,0,96%,13%,1%,95%,46%,SUPP,47%,SUPP,4%,0%
9264006,139311,164,155,8,5,150,46,76,25,3,SUPP,SUPP,95%,5%,3%,91%,28%,46%,15%,2%,SUPP,SUPP
9264008,121154,165,158,12,9,149,77,68,SUPP,SUPP,SUPP,SUPP,96%,7%,5%,90%,47%,41%,SUPP,SUPP,SUPP,SUPP
9264021,121157,146,136,11,8,128,83,SUPP,43,SUPP,SUPP,SUPP,93%,8%,5%,88%,57%,SUPP,29%,SUPP,SUPP,SUPP
9264031,137949,140,129,15,11,118,83,SUPP,34,SUPP,11,0,92%,11%,8%,84%,59%,SUPP,24%,SUPP,8%,0%
9264037,121159,137,132,14,4,128,42,SUPP,47,SUPP,5,0,96%,10%,3%,93%,31%,SUPP,34%,SUPP,4%,0%
9264040,121160,135,125,13,4,121,81,SUPP,39,SUPP,SUPP,SUPP,93%,10%,3%,90%,60%,SUPP,29%,SUPP,SUPP,SUPP
9264042,138829,161,150,18,5,145,74,SUPP,67,SUPP,SUPP,SUPP,93%,11%,3%,90%,46%,SUPP,42%,SUPP,SUPP,SUPP
9264043,121162,305,289,22,8,281,122,SUPP,128,SUPP,16,0,95%,7%,3%,92%,40%,SUPP,42%,SUPP,5%,0%
9264044,121163,138,134,5,3,131,55,SUPP,72,SUPP,SUPP,SUPP,97%,4%,2%,95%,40%,SUPP,52%,SUPP,SUPP,SUPP
9264046,121164,215,202,17,11,191,92,79,SUPP,SUPP,10,3,94%,8%,5%,89%,43%,37%,SUPP,SUPP,5%,1%
9264052,140534,171,154,18,8,146,69,SUPP,75,SUPP,17,0,90%,11%,5%,85%,40%,SUPP,44%,SUPP,10%,0%
9264053,121168,113,107,12,SUPP,SUPP,56,0,SUPP,0,6,0,95%,11%,SUPP,SUPP,50%,0%,SUPP,0%,5%,0%
9264054,121169,112,110,11,4,106,55,0,46,5,SUPP,SUPP,98%,10%,4%,95%,49%,0%,41%,4%,SUPP,SUPP
9264056,121170,70,65,6,6,59,33,0,26,0,SUPP,SUPP,93%,9%,9%,84%,47%,0%,37%,0%,SUPP,SUPP
9264060,137461,247,239,17,8,231,88,SUPP,137,SUPP,8,0,97%,7%,3%,94%,36%,SUPP,55%,SUPP,3%,0%
9264065,141269,239,226,5,4,222,76,3,134,9,SUPP,SUPP,95%,2%,2%,93%,32%,1%,56%,4%,SUPP,SUPP
9264081,136515,276,254,19,10,244,127,SUPP,113,SUPP,19,3,92%,7%,4%,88%,46%,SUPP,41%,SUPP,7%,1%
9264083,121180,298,285,13,7,278,94,5,176,3,SUPP,SUPP,96%,4%,2%,93%,32%,2%,59%,1%,SUPP,SUPP
9264084,139487,222,211,15,7,204,70,SUPP,131,SUPP,SUPP,SUPP,95%,7%,3%,92%,32%,SUPP,59%,SUPP,SUPP,SUPP
9264085,121182,216,210,18,4,206,115,0,91,0,SUPP,SUPP,97%,8%,2%,95%,53%,0%,42%,0%,SUPP,SUPP
9264089,137092,181,172,25,14,158,76,SUPP,80,SUPP,SUPP,SUPP,95%,14%,8%,87%,42%,SUPP,44%,SUPP,SUPP,SUPP
9264602,121188,64,62,7,SUPP,SUPP,34,SUPP,25,SUPP,SUPP,SUPP,97%,11%,SUPP,SUPP,53%,SUPP,39%,SUPP,SUPP,SUPP
9264605,137913,199,196,5,SUPP,SUPP,34,SUPP,138,SUPP,3,0,98%,3%,SUPP,SUPP,17%,SUPP,69%,SUPP,2%,0%
9265400,136481,173,171,SUPP,SUPP,SUPP,37,SUPP,122,SUPP,SUPP,SUPP,99%,SUPP,SUPP,SUPP,21%,SUPP,71%,SUPP,SUPP,SUPP
9265401,137431,90,79,4,9,70,32,29,9,0,SUPP,SUPP,88%,4%,10%,78%,36%,32%,10%,0%,SUPP,SUPP
9265404,121212,159,140,7,8,132,100,SUPP,30,SUPP,SUPP,SUPP,88%,4%,5%,83%,63%,SUPP,19%,SUPP,SUPP,SUPP
9265405,138758,143,134,11,9,125,49,66,10,0,SUPP,SUPP,94%,8%,6%,87%,34%,46%,7%,0%,SUPP,SUPP
9265406,137621,128,122,8,9,113,35,10,68,0,6,0,95%,6%,7%,88%,27%,8%,53%,0%,5%,0%
9265407,137541,218,201,13,5,196,76,114,SUPP,SUPP,17,0,92%,6%,2%,90%,35%,52%,SUPP,SUPP,8%,0%
9265410,138759,197,190,7,4,186,68,107,SUPP,SUPP,SUPP,SUPP,96%,4%,2%,94%,35%,54%,SUPP,SUPP,SUPP,SUPP
9265411,121219,187,159,5,10,149,78,68,3,0,SUPP,SUPP,85%,3%,5%,80%,42%,36%,2%,0%,SUPP,SUPP
9266905,135650,91,83,6,4,79,33,3,43,0,8,0,91%,7%,4%,87%,36%,3%,47%,0%,9%,0%
9266906,135904,126,103,7,4,99,81,SUPP,17,SUPP,19,4,82%,6%,3%,79%,64%,SUPP,13%,SUPP,15%,3%
9266907,136186,153,146,15,15,131,47,0,84,0,SUPP,SUPP,95%,10%,10%,86%,31%,0%,55%,0%,SUPP,SUPP
9266908,136187,121,110,8,4,106,65,36,SUPP,SUPP,SUPP,SUPP,91%,7%,3%,88%,54%,30%,SUPP,SUPP,SUPP,SUPP
9266909,136202,162,136,10,9,127,113,SUPP,13,SUPP,SUPP,SUPP,84%,6%,6%,78%,70%,SUPP,8%,SUPP,SUPP,SUPP
9266910,136204,209,188,5,10,178,110,SUPP,67,SUPP,SUPP,SUPP,90%,2%,5%,85%,53%,SUPP,32%,SUPP,SUPP,SUPP
9266911,139058,132,125,12,5,120,71,SUPP,48,SUPP,SUPP,SUPP,95%,9%,4%,91%,54%,SUPP,36%,SUPP,SUPP,SUPP
9267001,121254,19,18,0,SUPP,SUPP,16,0,SUPP,SUPP,SUPP,SUPP,95%,0%,SUPP,SUPP,84%,0%,SUPP,SUPP,SUPP,SUPP
9267004,121256,18,15,0,SUPP,SUPP,11,0,SUPP,SUPP,SUPP,SUPP,83%,0%,SUPP,SUPP,61%,0%,SUPP,SUPP,SUPP,SUPP
9267006,121257,11,11,0,0,11,0,0,0,11,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
9267007,121258,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267010,121260,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267013,121261,8,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267014,121262,21,19,0,SUPP,SUPP,SUPP,0,SUPP,11,SUPP,SUPP,90%,0%,SUPP,SUPP,SUPP,0%,SUPP,52%,SUPP,SUPP
9267015,139099,4,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267016,121264,7,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267020,121265,9,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9267021,135119,23,23,0,SUPP,SUPP,13,0,SUPP,SUPP,0,0,100%,0%,SUPP,SUPP,57%,0%,SUPP,SUPP,0%,0%
LA,926,8675,8110,595,330,7780,3750,960,2920,150,515,55,93%,7%,4%,90%,43%,11%,34%,2%,6%,1%
9282022,138073,192,179,19,4,175,110,SUPP,60,SUPP,13,0,93%,10%,2%,91%,57%,SUPP,31%,SUPP,7%,0%
9284000,136948,228,199,13,6,193,93,SUPP,99,SUPP,22,7,87%,6%,3%,85%,41%,SUPP,43%,SUPP,10%,3%
9284001,138235,180,172,15,7,165,84,0,81,0,SUPP,SUPP,96%,8%,4%,92%,47%,0%,45%,0%,SUPP,SUPP
9284004,136488,222,213,14,10,203,66,0,133,4,SUPP,SUPP,96%,6%,5%,91%,30%,0%,60%,2%,SUPP,SUPP
9284005,137089,242,230,11,9,221,83,SUPP,136,SUPP,SUPP,SUPP,95%,5%,4%,91%,34%,SUPP,56%,SUPP,SUPP,SUPP
9284007,138858,217,197,10,9,188,109,0,79,0,16,4,91%,5%,4%,87%,50%,0%,36%,0%,7%,2%
9284008,139013,159,143,17,8,135,72,SUPP,61,SUPP,16,0,90%,11%,5%,85%,45%,SUPP,38%,SUPP,10%,0%
9284009,139060,192,174,7,5,169,93,0,76,0,15,3,91%,4%,3%,88%,48%,0%,40%,0%,8%,2%
9284012,139819,115,109,5,3,106,58,SUPP,47,SUPP,6,0,95%,4%,3%,92%,50%,SUPP,41%,SUPP,5%,0%
9284013,139957,199,186,14,6,180,104,0,72,4,SUPP,SUPP,93%,7%,3%,90%,52%,0%,36%,2%,SUPP,SUPP
9284014,139961,240,220,8,11,209,111,SUPP,96,SUPP,17,3,92%,3%,5%,87%,46%,SUPP,40%,SUPP,7%,1%
9284015,137049,183,176,18,5,171,89,SUPP,80,SUPP,7,0,96%,10%,3%,93%,49%,SUPP,44%,SUPP,4%,0%
9284017,138030,142,128,15,7,121,67,SUPP,51,SUPP,SUPP,SUPP,90%,11%,5%,85%,47%,SUPP,36%,SUPP,SUPP,SUPP
9284022,137614,222,211,17,6,205,101,0,104,0,SUPP,SUPP,95%,8%,3%,92%,45%,0%,47%,0%,SUPP,SUPP
9284038,122059,236,225,20,6,219,104,0,115,0,SUPP,SUPP,95%,8%,3%,93%,44%,0%,49%,0%,SUPP,SUPP
9284041,139100,263,245,19,10,235,100,0,131,4,SUPP,SUPP,93%,7%,4%,89%,38%,0%,50%,2%,SUPP,SUPP
9284042,136489,224,216,12,10,206,111,SUPP,93,SUPP,SUPP,SUPP,96%,5%,4%,92%,50%,SUPP,42%,SUPP,SUPP,SUPP
9284051,137087,231,220,24,16,204,91,0,110,3,SUPP,SUPP,95%,10%,7%,88%,39%,0%,48%,1%,SUPP,SUPP
9284055,122066,194,186,10,4,182,101,0,81,0,SUPP,SUPP,96%,5%,2%,94%,52%,0%,42%,0%,SUPP,SUPP
9284066,138214,227,207,23,13,194,70,0,121,3,17,3,91%,10%,6%,85%,31%,0%,53%,1%,7%,1%
9284071,138932,226,207,10,10,197,105,SUPP,91,SUPP,16,3,92%,4%,4%,87%,46%,SUPP,40%,SUPP,7%,1%
9284076,140510,268,255,7,4,251,73,0,175,3,10,3,95%,3%,1%,94%,27%,0%,65%,1%,4%,1%
9284089,137878,175,169,7,7,162,60,SUPP,101,SUPP,SUPP,SUPP,97%,4%,4%,93%,34%,SUPP,58%,SUPP,SUPP,SUPP
9284094,139988,181,171,10,7,164,78,SUPP,86,SUPP,SUPP,SUPP,94%,6%,4%,91%,43%,SUPP,48%,SUPP,SUPP,SUPP
9284550,139158,239,235,11,9,226,104,SUPP,118,SUPP,4,0,98%,5%,4%,95%,44%,SUPP,49%,SUPP,2%,0%
9284601,137086,206,203,7,SUPP,SUPP,48,SUPP,152,SUPP,3,0,99%,3%,SUPP,SUPP,23%,SUPP,74%,SUPP,1%,0%
9284703,122100,173,162,8,6,156,72,SUPP,83,SUPP,11,0,94%,5%,3%,90%,42%,SUPP,48%,SUPP,6%,0%
9285400,136976,168,157,5,5,152,51,0,98,3,11,0,93%,3%,3%,90%,30%,0%,58%,2%,7%,0%
9285404,136299,210,204,6,5,199,48,SUPP,150,SUPP,SUPP,SUPP,97%,3%,2%,95%,23%,SUPP,71%,SUPP,SUPP,SUPP
9285406,137613,134,129,10,SUPP,SUPP,56,SUPP,69,SUPP,SUPP,SUPP,96%,7%,SUPP,SUPP,42%,SUPP,51%,SUPP,SUPP,SUPP
9285409,137912,197,181,13,7,174,89,SUPP,84,SUPP,13,3,92%,7%,4%,88%,45%,SUPP,43%,SUPP,7%,2%
9286905,134814,228,209,16,15,194,91,SUPP,99,SUPP,SUPP,SUPP,92%,7%,7%,85%,40%,SUPP,43%,SUPP,SUPP,SUPP
9286906,135306,196,186,7,5,181,84,SUPP,96,SUPP,SUPP,SUPP,95%,4%,3%,92%,43%,SUPP,49%,SUPP,SUPP,SUPP
9286907,135317,179,172,10,8,164,51,SUPP,111,SUPP,7,0,96%,6%,4%,92%,28%,SUPP,62%,SUPP,4%,0%
9286908,135966,149,130,7,7,123,69,SUPP,50,SUPP,SUPP,SUPP,87%,5%,5%,83%,46%,SUPP,34%,SUPP,SUPP,SUPP
9286909,135967,188,165,11,9,156,89,0,63,4,20,3,88%,6%,5%,83%,47%,0%,34%,2%,11%,2%
9286910,136201,166,155,10,3,152,50,0,99,3,SUPP,SUPP,93%,6%,2%,92%,30%,0%,60%,2%,SUPP,SUPP
9287008,141791,18,14,0,SUPP,SUPP,SUPP,0,SUPP,10,4,0,78%,0%,SUPP,SUPP,SUPP,0%,SUPP,56%,22%,0%
9287010,122158,3,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
9287017,137354,19,18,0,SUPP,SUPP,SUPP,0,SUPP,16,SUPP,SUPP,95%,0%,SUPP,SUPP,SUPP,0%,SUPP,84%,SUPP,SUPP
9287018,122162,11,9,0,SUPP,SUPP,5,0,SUPP,SUPP,SUPP,SUPP,82%,0%,SUPP,SUPP,45%,0%,SUPP,SUPP,SUPP,SUPP
9287019,141726,14,14,0,0,14,0,0,0,14,0,0,100%,0%,0%,100%,0%,0%,0%,100%,0%,0%
9287020,140436,13,13,0,0,13,5,0,0,8,0,0,100%,0%,0%,100%,38%,0%,0%,62%,0%,0%
9287029,140277,31,29,0,SUPP,SUPP,25,0,SUPP,SUPP,SUPP,SUPP,94%,0%,SUPP,SUPP,81%,0%,SUPP,SUPP,SUPP,SUPP
9287033,138634,5,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP,SUPP
LA,928,7780,7295,470,280,7015,3215,5,3660,135,425,60,94%,6%,4%,90%,41%,SP,47%,2%,5%,1%
9294130,122328,137,130,19,7,123,51,SUPP,71,SUPP,SUPP,SUPP,95%,14%,5%,90%,37%,SUPP,52%,SUPP,SUPP,SUPP
9294369,122351,199,185,14,6,179,61,SUPP,116,SUPP,SUPP,SUPP,93%,7%,3%,90%,31%,SUPP,58%,SUPP,SUPP,SUPP
9294415,122355,251,238,19,3,235,149,0,83,3,SUPP,SUPP,95%,8%,1%,94%,59%,0%,33%,1%,SUPP,SUPP
9294417,122356,299,291,22,6,285,74,0,201,10,SUPP,SUPP,97%,7%,2%,95%,25%,0%,67%,3%,SUPP,SUPP
9294424,137457,337,309,36,19,290,101,0,186,3,SUPP,SUPP,92%,11%,6%,86%,30%,0%,55%,1%,SUPP,SUPP
9294426,122358,266,256,13,8,248,70,0,173,5,SUPP,SUPP,96%,5%,3%,93%,26%,0%,65%,2%,SUPP,SUPP
9294434,122360,199,177,9,5,172,85,SUPP,85,SUPP,22,0,89%,5%,3%,86%,43%,SUPP,43%,SUPP,11%,0%
9294437,137598,173,155,17,9,146,52,0,86,8,18,0,90%,10%,5%,84%,30%,0%,50%,5%,10%,0%
9294438,122362,258,248,20,11,237,59,0,169,9,SUPP,SUPP,96%,8%,4%,92%,23%,0%,66%,3%,SUPP,SUPP
9294439,122363,110,95,6,4,91,20,SUPP,68,SUPP,15,0,86%,5%,4%,83%,18%,SUPP,62%,SUPP,14%,0%
