LA Number,Establishment Number,URN,Total Number of Teachers (Headcount),Total Number of Teaching Assistants (Headcount),"Total Number of Non Classroom-based School Support Staff, Exclud",Total Number of Teachers (Full-Time Equivalent),Total Number of Teaching Assistants (Full-time Equivalent),"Total Number of Non Classroom-based School Support Staff, Exclu1",Pupil:     Teacher Ratio,Mean Gross FTE Salary of All Teachers
908,2228,142144,10,10,2,9.1,4.6,1.9,19.7,37598
908,2229,136523,17,17,6,14.2,10.6,5.5,23.2,33723
908,2230,111849,20,22,4,17.5,12,3,19.3,35768
908,2231,111850,6,7,2,5.3,4.5,0.8,18.1,33389
908,2232,111851,9,20,3,7.3,8.8,1.2,21.4,38593
908,2233,111852,10,15,2,9,9.3,1.3,19.2,35599
908,2234,111853,22,36,8,20,17.5,3.7,19.8,36797
908,2238,111855,8,10,1,7.2,6.3,1,15.7,31675
908,2239,111856,16,26,5,15.8,17.5,4.6,25.1,35281
908,2240,111857,13,19,5,11.6,10.6,2.3,19.8,36378
908,2241,111858,15,22,4,12.8,15.6,3.8,24.9,35674
908,2300,111859,8,11,3,7.2,5.4,1.4,20.4,37150
908,2301,111860,3,3,2,2.4,1.1,1,17.6,SUPP
908,2302,111861,11,22,3,8.2,12.2,1.8,25.5,34852
908,2305,142303,5,11,2,4.3,7.2,1,28.1,43477
908,2306,111863,7,11,2,6.2,5.9,1.7,22.3,35732
908,2307,111864,10,20,6,9.2,13.8,2.9,21.7,37973
908,2310,111865,12,39,17,9.3,12.8,7,22.4,36685
908,2311,142305,7,5,12,6,2,4.8,18.3,36669
908,2312,142304,5,10,1,4.8,4.3,0.8,22.3,36988
908,2313,136597,14,6,4,10.2,4,2.8,25.3,36244
908,2314,142242,14,15,3,11.5,8.4,1.2,20.7,33883
908,2317,111871,9,13,1,7.1,6.5,1,17,38288
908,2318,111872,10,14,4,8.3,7.3,2.2,24.9,35436
908,2319,111873,3,6,1,2.8,4.7,0.9,15,SUPP
908,2320,111874,13,16,2,9.1,6.3,1.2,14.7,32075
908,2321,111875,19,21,9,14.2,10.6,3.5,22.1,35148
908,2325,111876,12,15,5,9.9,7.9,1.9,21,36220
908,2326,111877,19,28,11,18.2,15,4.2,21.9,38613
908,2400,111880,8,20,5,8,7.9,2.1,20.3,35307
908,2401,142239,9,12,3,8.2,5.2,1.4,21.6,36455
908,2403,111882,8,7,2,5.3,4.3,1.4,19.7,35001
908,2404,111883,8,3,1,3.4,1.6,0.9,10.4,36272
908,2405,140897,7,16,1,6.1,7.9,0.8,23.1,34348
908,2406,136384,32,36,8,25.1,18.3,7.7,21.8,38435
908,2409,136312,23,23,2,18.4,10.3,2,20.8,34958
908,2410,111887,9,30,4,8.2,14.3,2.3,25,36267
908,2413,111888,12,28,4,8,14,2,25.6,34236
908,2420,141709,7,7,1,5.8,4.4,0.9,21.2,38142
908,2431,136862,17,31,6,15.6,18.5,4,22.6,34971
908,2432,111894,18,24,5,17.8,19.3,3.6,19,36235
908,2437,137402,21,28,8,18.4,13.4,4.6,23.9,33406
908,2441,111899,8,12,1,7.2,8.7,1,18.9,34794
908,2443,138963,4,6,1,3.4,4,1,29.4,32026
908,2444,111901,7,3,3,6,1.6,1.7,10.4,33994
908,2447,111903,13,41,4,10.4,20.2,1.8,25,34076
908,2448,136318,13,22,13,11.4,11.4,11.5,24.6,38837
908,2449,136760,12,14,2,10.5,7.1,1.6,25.4,34252
908,2452,140318,7,9,2,5.2,2.5,1.5,19.7,33241
908,2453,111907,22,50,7,20,26.5,2.2,21.2,39837
908,2454,136869,24,50,10,23.1,27.9,7.5,24.8,35238
908,2500,111909,9,8,1,4,3.2,1,9.2,36449
908,2502,111910,11,24,4,9.7,12.3,3.9,20.7,37297
908,2503,111911,5,7,2,3.6,2.5,1.3,18.8,41204
908,2504,111912,5,8,1,2.9,3.7,1,16.4,40374
908,2506,111913,8,10,2,6.1,7,1.2,23.1,35613
908,2507,111914,6,8,2,5.6,3.5,0.5,16.7,37384
908,2508,111915,5,9,1,4.5,3.9,0.9,15.8,35138
908,2509,142241,10,11,8,9,5.8,3.2,17.1,32363
908,2510,111917,4,7,1,3.4,4.9,0.9,26.5,36834
908,2511,137183,10,25,2,9,9.3,1.6,18.1,38748
908,2514,111919,6,8,3,4.2,3.1,1,17.6,39227
908,2515,137623,9,6,2,5.1,4.4,2,25.5,36912
908,2516,141283,14,8,1,10.2,5.1,1,20.2,34703
908,2522,111923,11,13,2,10,9.1,1.4,15.8,34087
908,2524,111924,10,25,5,8.6,10.3,2.9,22.2,36908
908,2602,140576,4,3,NA,3.4,2.2,NA,15.6,28217
908,2603,111927,16,30,4,14.6,17,2.7,18,36800
908,2605,111928,6,6,4,5.6,4.3,1.5,17.5,30947
908,2606,111929,5,7,1,3.4,2.4,1,18,39212
908,2608,111930,6,7,2,6,2.5,1.5,15.3,35568
908,2610,140514,14,19,4,10.4,9.8,1.7,19.7,34284
908,2612,140582,8,12,2,6.4,6.3,1.1,18,29792
908,2613,111933,6,5,3,4.1,2,1.6,15.8,35037
908,2615,111934,7,11,3,6.1,4.8,1.7,9.2,31198
908,2617,111935,7,9,1,4.2,3.8,0.7,19.1,36220
908,2619,111936,7,7,3,3.8,2.6,0.6,13.9,38285
908,2621,111937,11,9,1,6,3.9,0.8,15.3,36947
908,2623,141528,7,6,2,4.9,4.2,1.5,22.2,36199
908,2625,111940,5,10,1,3.8,5.6,0.7,17.9,39036
908,2627,111941,6,8,1,4.9,4,0.5,15,37367
908,2628,111942,7,8,4,4,2.9,1.8,16,35482
908,2629,111943,5,10,4,3.8,3.5,1.4,12.1,35738
908,2630,111944,5,5,2,4.6,3.2,0.9,20.8,38551
908,2631,111945,10,18,4,8.5,8.3,1.6,18.7,37085
908,2632,140513,19,26,9,13.9,10,3.2,15.2,39425
908,2633,111947,7,9,6,5.7,4.1,1.2,18.7,40286
908,2634,111948,9,15,4,6.9,5,1.4,17.8,30776
908,2635,111949,17,21,4,15,14.9,3.3,18.7,37845
908,2700,140577,21,23,11,19.1,13.5,6.7,21,29393
908,2701,111951,7,8,2,4.2,4,1,19,50771
908,2703,111952,3,11,1,3,4.5,0.6,15.3,SUPP
908,2704,137517,9,17,3,5.8,5,1.2,19.3,35215
908,2706,140512,4,8,1,4,3,0.8,17.3,32023
908,2707,111955,10,11,1,7.1,6.5,0.9,16.7,31826
908,2708,111956,5,17,2,3.6,7.1,1,20.3,40472
908,2710,111957,14,11,2,10.4,6.6,1.6,16.3,35014
908,2711,111958,5,4,1,3.6,1.8,0.8,8.9,36142
908,2713,111960,6,6,3,5.6,3.7,1.3,18.6,37291
908,2715,111961,14,30,2,10.8,19.1,1.4,24.5,36346
908,2716,111962,4,3,2,3.5,1.5,0.8,18,39471
908,2718,111963,13,18,3,8.4,9.7,1.3,14.7,33995
908,2719,111964,4,14,1,3.4,5.2,1,21.9,27170
908,2723,111966,16,19,8,13.7,13.2,3.4,22,37057
908,2724,111967,14,15,2,9.3,7.5,1.6,20.4,33135
908,2725,111968,17,20,3,16.6,15.2,3,17.4,33277
908,2726,111969,17,16,2,17,11.5,1.8,18.6,32463
908,2730,111972,21,30,8,18.6,14.5,3.5,22.3,36722
908,2731,111973,10,13,5,9.2,7.2,2.3,NA,34117
908,2736,111975,9,10,5,6.8,4.4,1.8,19.8,34387
908,2737,111976,6,7,1,4,3.6,1,19.7,52075
908,2741,111978,9,20,4,8.8,8.8,3.1,24.6,34581
908,2742,137366,24,21,18,20.6,14.5,9.3,22,35649
908,2743,136598,21,30,13,20.4,18.4,9.5,18.8,31966
908,2745,137758,18,20,6,15.5,10,4.6,19.6,37554
908,2746,111982,9,8,1,5.8,5,1,18.5,37412
908,2747,111983,22,28,4,15,13.6,1.9,21,34743
908,2748,111984,13,30,4,12.8,21.2,2.9,21,36886
908,2749,111985,16,20,5,12.5,12.2,3.3,20.2,34218
908,2751,142243,8,16,3,8,7.4,1.4,18.6,34632
908,2754,136957,18,46,6,16,21.4,3.5,19.9,36513
908,2756,137142,12,15,7,10.2,8.2,3.8,22.3,32413
908,2757,133406,17,40,6,14.8,18.3,3.6,21.1,35854
908,2758,133407,10,20,2,8.4,13.3,2,24.4,33928
908,3033,111988,5,2,1,3.5,1.2,0.7,14.5,40781
908,3034,140632,8,8,2,3.6,2.2,1,15.5,NA
908,3091,111990,13,18,3,11.6,7.3,2.1,17.5,35099
908,3183,111991,11,14,4,7.1,4.5,0.9,18.1,33687
908,3184,111992,6,6,2,4.5,2.8,1.2,18.4,35404
908,3218,111995,19,46,5,16.9,20.4,3.7,24.9,37958
908,3300,111996,4,4,4,2.4,2.9,3.4,17.4,35732
908,3301,111997,13,18,2,11.3,8.9,1.1,24.7,34913
908,3302,111998,11,25,3,8.9,12.2,1.2,19.9,35307
908,3306,140778,13,19,4,10.9,11.5,2,16.4,28019
908,3381,112000,4,6,2,3.3,2.4,0.8,21.6,32724
908,3383,112001,4,2,1,4,1.4,0.4,11.8,35444
908,3385,112002,6,7,1,5.3,3.5,0.9,21.5,39827
908,3388,140775,9,11,2,9,7.1,1.5,24.1,38899
908,3390,112004,9,14,5,5.6,4.4,2,20.2,35827
908,3392,140465,17,25,12,16.4,12.2,7.6,20.2,31495
908,3461,140781,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
908,3462,140782,12,20,8,9.3,10,4.8,22.2,35083
908,3463,140763,9,19,3,8.1,11.5,1.4,19.3,32693
908,3542,140466,6,8,2,5.4,4.1,1.1,22.8,35344
908,3543,140468,6,8,3,4.6,3.5,1,17.7,33504
908,3547,140469,4,5,1,3.6,2.2,0.5,16.1,34327
908,3549,137258,23,21,5,19.2,14.2,4.4,22.5,35438
908,3621,140467,4,7,6,3.6,4,1.1,19.2,30405
908,3625,112015,14,18,4,13.1,12.1,3.4,19.9,34695
908,3714,139093,5,11,1,3.7,3.3,0.7,14.1,46309
908,3715,112017,4,7,1,3.3,4.1,0.8,14.8,32357
908,3716,139090,7,10,1,3.5,3.9,0.8,15,39050
908,3717,139092,6,12,1,3.3,3.5,0.8,14.7,37341
908,3718,140773,11,22,6,9.7,14.2,4.3,24.2,36057
908,3797,112021,12,36,4,11.1,13.9,1.7,20,34845
908,3871,141622,6,6,1,5.1,4.4,1,21.9,35017
908,3875,112024,8,13,2,4.6,5.3,1,16,36150
908,3876,137257,12,24,4,11.4,12.4,1.6,19.4,31209
908,3878,139089,3,6,2,2.2,2.8,0.9,15.8,SUPP
908,3881,140477,2,4,1,2,2.2,1,16,SUPP
908,3882,112029,9,8,2,4.8,2.8,1,12.6,30107
908,3884,112030,7,11,3,4.4,3.6,0.9,15.5,33807
908,3885,112031,5,6,2,4.4,2.7,0.9,13.6,36777
908,3888,112034,12,22,4,9.9,8.1,1.9,21.1,33794
908,3891,112035,20,31,7,18.7,12.7,4.3,22,38202
908,3892,139091,31,53,18,27.7,31.3,13.4,18.9,35506
908,3894,142238,21,37,5,17.8,19.8,3.6,17.7,34448
908,4000,140675,49,14,24,44,11,22.1,13.6,36231
908,4001,140836,34,15,12,32.6,12.2,9.8,18.8,38995
908,4009,139155,95,50,51,81.5,28,34.9,15.1,35940
908,4135,112038,70,17,31,60,12.6,26.4,14.5,40106
908,4141,112039,31,12,23,27.9,9.3,15.8,14.7,40025
908,4143,136575,95,42,33,87.9,30.2,27.6,15.5,38383
908,4144,112041,51,21,22,47.2,14.2,19.6,13.5,39500
908,4146,112043,109,24,47,95.6,17.8,36.8,15,37807
908,4149,136852,78,36,46,67.8,21.7,36.6,15.9,38316
908,4150,112045,79,39,38,72.8,28.1,31,15,39555
908,4151,136596,114,27,41,101.8,20.8,38.6,13,38350
908,4152,137223,67,25,25,62.3,14.1,19.9,14.4,37891
908,4153,138024,75,32,43,66.1,26.5,37.2,17.6,37811
908,4154,136383,125,39,29,112.3,26.7,27.7,13.4,34984
908,4155,112050,50,26,24,47.6,21.6,22.2,15.3,38310
908,4156,136573,97,31,34,91.5,27.6,32.1,15.3,37459
908,4157,112052,52,9,36,46.8,8,34.5,13.7,40209
908,4158,136524,103,32,31,92.4,23.8,28.4,14.2,36021
908,4159,112054,82,20,27,74.1,17,25.6,13.7,39643
908,4160,112055,99,34,38,89.6,27.7,33.7,15,38336
908,4162,136572,43,18,30,36.1,15.7,18.4,17.6,37769
908,4163,136614,65,39,26,58.8,33.4,23.5,14.7,36614
908,4164,112058,36,21,15,30.7,12.8,8.5,17.5,39522
908,4165,136533,121,26,38,108.2,21.6,33.4,14.9,38435
908,4166,136567,65,19,26,58.8,16.7,22.6,15.9,38314
908,4167,112061,67,44,41,59,26.6,32,15.7,38706
908,4168,137839,41,17,22,37.3,12.8,17.1,13,37715
908,4169,112063,33,18,12,26.3,11.1,8.6,11.5,37235
908,4171,112065,36,16,20,32.8,11.9,14.9,16.5,41644
908,4172,136873,66,13,17,60.4,10.2,16,15.9,40761
908,4173,112067,49,20,26,39.8,15.1,19.9,16.3,38953
908,5201,136269,9,12,2,7.4,4.6,1.1,14.1,32626
908,6092,138780,NA,NA,NA,NA,NA,NA,NA,NA
909,2000,139422,21,28,5,17.8,11.5,3.1,23.3,36590
909,2001,112100,2,3,1,2,1.4,0.6,8.8,SUPP
909,2002,134117,15,15,2,13,10.2,1.1,16.2,37745
909,2003,141978,5,4,2,5,2.7,0.9,18.9,36123
909,2004,112101,8,8,2,6.4,4.2,1,12.2,35153
909,2005,112102,5,5,3,3.6,3.3,1.6,17.2,42230
909,2006,141995,12,10,2,11.7,5.9,2,20.5,36583
909,2008,112103,2,2,2,2,1.3,0.3,10,SUPP
909,2010,112104,5,2,1,3.8,1.1,0.5,13.8,33424
909,2014,112106,10,6,3,5.7,2.9,0.7,15.7,38274
909,2019,112107,7,4,2,5.1,3.6,0.6,15.9,41228
909,2020,112108,11,11,2,8.7,7.7,1.9,19.9,38071
909,2026,137860,5,5,5,4,3.2,2,21,NA
909,2027,112110,5,4,2,4.2,2.3,0.8,14,32035
909,2028,112111,3,2,2,2.1,1,0.5,14.5,SUPP
909,2032,112112,4,4,1,3.2,3.2,0.8,19.3,33308
909,2033,112113,3,4,1,3,3.6,0.7,26.2,SUPP
909,2035,112114,6,2,2,4.1,0.9,0.9,17.4,42295
909,2040,112116,5,1,1,2.3,1,0.5,9.1,37373
909,2045,112117,9,13,2,8.4,11.9,1.3,20.8,33516
909,2046,112118,9,10,3,8.6,6.5,1.8,20.3,38298
909,2054,112120,7,5,3,5.3,3.3,0.9,13.6,33384
909,2058,112121,5,4,1,4.6,1.8,0.8,18.5,41555
909,2059,112122,7,4,3,5.6,2.3,1.1,19.8,35198
909,2060,112123,8,9,2,5.1,4.2,1,20.6,37398
909,2069,112125,15,8,1,11.5,5.8,1,18.5,36254
909,2070,112126,11,13,2,8.9,7.8,0.8,18.5,33760
909,2071,112127,14,10,2,8.5,7.3,1.1,21.3,33454
909,2100,112128,4,4,3,2.5,1.6,0.5,11.6,31323
909,2103,112129,4,6,3,2.1,4.2,1.3,25.4,42626
909,2107,142196,21,28,4,17.2,13.5,3.2,21.8,35491
909,2117,112132,5,4,4,4.6,3.1,2.3,21.4,39493
909,2123,112133,7,1,2,5.3,0,0.5,13.7,36677
909,2124,112134,4,6,2,3,4.6,1.3,20.2,35774
909,2125,112135,7,6,1,4.6,5,0.7,16.8,34290
909,2126,112136,11,10,3,9.6,6.7,1.4,17.7,37176
909,2127,112137,4,6,1,3.3,6,1,26.4,34341
909,2130,136285,13,17,2,13,13.3,1.8,17.5,31506
909,2136,112142,4,4,2,3.5,2.1,0.8,15.6,42165
909,2143,112143,5,8,2,4.1,5.7,1,14.2,41940
909,2144,112144,7,12,1,7,11.4,1,27.1,39142
909,2146,112145,16,8,1,14.3,6.4,1,18.7,36809
909,2147,112146,11,17,2,6.4,11.4,1,29.1,36808
909,2148,112147,14,15,4,10.2,12,2.1,22.9,33406
909,2200,112151,5,7,1,4.9,2.6,0.6,14.9,31258
909,2207,112155,11,6,1,10.1,4.9,0.8,20.6,35458
909,2211,112156,6,8,2,4.9,5.5,1,22.4,35852
909,2212,112157,10,10,3,8.6,5.1,1.3,20,32329
909,2216,112158,3,2,1,2.8,1.5,0.5,14.3,SUPP
909,2219,112159,5,11,2,4.5,4.7,0.8,16.4,39491
909,2220,112160,6,8,3,5.4,3.3,1.4,18.4,38230
909,2222,112161,4,4,2,3.6,2.9,0.5,20.3,35511
909,2223,112162,5,4,1,4.2,2.6,1,21.9,42438
909,2224,112163,8,12,1,4.6,5.7,1,30.1,37294
909,2225,112164,9,8,3,7.5,3.9,1.5,24.9,37581
909,2226,112165,7,3,1,3.7,2.3,1,12.8,32514
909,2227,112166,6,5,1,4.1,2.2,0.7,17.6,37522
909,2228,112167,10,11,1,8.7,6.8,0.5,19.3,42692
909,2230,112169,6,3,2,6,1.7,1,21,39337
909,2231,112170,9,2,2,8.3,1.6,0.9,14.2,NA
909,2237,112175,19,16,8,17,10,3.3,21.5,40266
909,2301,112176,6,2,1,3.6,1.8,0.8,13,36521
909,2302,112177,6,6,2,4.8,3.2,0.8,13.7,NA
909,2305,112178,4,4,1,2.5,2.3,0.6,26,36231
909,2308,112179,8,4,2,6.4,2,0.7,15.6,36109
909,2310,112180,12,11,5,10.4,8.1,1.2,18.4,32598
909,2311,112181,3,NA,1,2.9,NA,0.4,20.2,SUPP
909,2313,112182,7,3,2,4.6,2.3,0.7,16.3,36847
909,2314,112183,1,1,2,1,0.4,0.5,6,SUPP
909,2315,112184,11,10,3,9.3,4.6,1.5,18.9,37481
909,2316,141857,11,15,11,7.8,5.6,3.8,19.1,33745
909,2317,141839,3,2,1,3,1.1,0.6,14,SUPP
909,2318,138744,24,19,NA,19.6,15.5,NA,23.1,37762
909,2319,137962,21,23,3,17.8,11.1,2,22,37894
909,2320,112189,16,18,5,12.3,10.7,2.3,21.9,35731
909,2321,112190,22,21,8,19.7,8.4,3,19.7,37303
909,2322,112191,7,7,1,5.9,2.9,0.1,14.2,NA
909,2403,112192,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
909,2404,112193,7,6,4,4.7,2.9,2.1,17.7,NA
909,2406,112194,5,10,3,3.8,2.6,0.8,14,33018
909,2407,112195,5,7,3,3.5,5.4,0.7,17.7,38601
909,2413,112197,7,6,2,6.6,3.4,1.3,18.5,39280
909,2414,112198,12,13,2,8.3,4.4,2,18.9,39167
909,2502,112199,11,6,2,8.7,3.8,1.5,13.8,35114
909,2507,142247,12,11,6,9.3,4.8,2,22.7,NA
909,2508,142249,10,14,9,8.2,9.8,6.1,23.2,32865
909,2509,112206,16,12,5,13.6,7,2,16.3,37222
909,2511,112207,9,8,3,9,3.8,0.9,17.2,36699
909,2512,112208,9,12,2,7.6,4.8,0.8,14.4,36513
909,2513,112209,13,26,2,10.6,15.6,1.4,16.6,38068
909,2514,112210,12,17,4,11,10.4,1.8,21.4,35321
909,2515,112211,13,7,1,9.3,2.9,1,23.5,33367
909,2518,112212,9,11,2,8,6.1,1.1,20.6,35648
909,2521,112213,8,7,2,8,3.1,1.1,25.4,32819
909,2522,142248,10,17,4,9.5,8.2,2.6,24.7,NA
909,2606,112216,20,12,4,17.2,8.7,2.7,18.3,36234
909,2607,112217,23,16,5,16.5,12.4,2.4,17.6,36428
909,2608,112218,5,15,2,5,6.7,1.1,24.3,37232
909,2609,112219,20,14,8,18.1,6.9,3.9,18.9,35941
909,2610,112220,12,7,2,10.2,5.2,1.3,13.7,34764
909,2612,141623,22,21,5,18.4,11.6,3.4,22.9,35411
909,2618,112224,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
909,2620,112226,12,8,3,10.9,6.7,1.7,16.4,39345
909,2622,112228,21,30,10,18.5,15.1,4.6,22.5,37478
909,2623,112229,17,16,7,13.7,7.1,3.2,20,38321
909,2625,112230,14,15,4,13,9.3,3.1,21.8,34970
909,2626,112231,17,15,4,13.5,12.3,2.2,18.6,NA
909,2627,112232,16,3,4,13.3,2.2,3.3,20.2,35764
909,2700,112233,11,5,2,9.6,4,1.1,18.1,39729
909,2701,112234,9,5,2,8.2,3,1.2,17.8,41034
909,2703,112235,11,14,2,9.2,6.9,1.1,17.7,NA
909,2704,112236,12,17,3,10.8,6.7,1.5,14.7,35243
909,2705,112237,24,18,4,16.6,10.7,1.9,17.1,37917
909,2706,112238,4,4,1,3.2,1.4,0.4,18.1,33808
909,2707,112239,8,3,2,6.9,2.4,1,18.3,34178
909,2708,112240,7,14,2,5.4,7.1,1.1,22.4,38597
909,2710,112242,21,22,7,18.2,15.5,4.5,21.3,36084
909,2711,112243,17,26,4,15.7,17.1,4,24.8,38632
909,2712,112244,21,23,5,18.7,11.1,3.5,22.7,38398
909,2713,131177,19,15,4,18.5,12.9,2.2,16,35926
909,2714,131443,11,16,1,10,12.7,1,22.7,39734
909,2715,131761,10,13,2,9.6,9.3,1.2,16,30295
909,2716,132170,7,7,2,7,4,2,18.3,35835
909,2717,132835,15,18,3,13.7,8.7,1.5,17.2,40656
909,2718,133264,7,9,2,7,6.6,1,16.8,30342
909,2719,133387,14,12,3,10.6,6.2,1.3,19.1,43338
909,2720,133390,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
909,2721,133727,19,18,6,13.9,7.3,2.9,21.2,37538
909,2722,133726,8,9,2,8,5.7,1,20.4,39046
909,3002,112245,7,4,1,5,2.3,0.7,14.7,34509
909,3007,112246,13,12,4,9,7.5,2.3,24.4,41276
909,3013,112248,10,5,2,8.3,2.8,1.4,18.8,32364
909,3014,112249,4,2,3,2.7,1,1.4,15.2,35548
909,3015,112250,9,7,2,7.4,4.6,1,18.1,37942
909,3017,112251,5,2,2,3.6,1.1,0.7,13.7,32355
909,3018,112252,DNS,DNS,DNS,DNS,DNS,DNS,DNS,DNS
909,3019,112253,6,8,3,3.7,2.6,1,19.9,35039
909,3020,112254,5,5,1,3.4,2.3,0.6,19.4,44758
909,3021,112255,10,10,2,7.4,3.7,0.9,19.4,36744
909,3023,112256,5,2,2,5,0.6,0.4,5.1,41564
909,3030,112257,4,4,2,2.5,2,0.6,15.3,38955
909,3031,112258,6,6,2,6,4.2,1.1,19.5,38911
909,3032,112259,4,4,1,1.1,1.6,0.4,37.7,39207
909,3037,112260,9,5,3,7.1,2.2,1.6,16.5,31413
909,3052,137537,10,6,3,8.8,4,1.7,20.2,38045
909,3054,112262,5,5,4,3.7,1.9,1,17.8,35904
909,3056,112263,6,3,4,4.5,2.5,1,14.6,37194
909,3057,112264,9,15,7,5.8,5.2,1.5,19.8,47189
909,3058,112265,4,3,2,2.9,1.3,0.8,14.5,36317
909,3059,112266,3,3,2,3,2.4,0.6,16.3,SUPP
909,3061,112267,4,3,2,1.9,1.2,0.7,15.3,34261
909,3064,112269,10,13,3,8.7,10.5,1.4,23.6,36778
909,3100,112270,10,10,2,8.3,2.8,0.9,15.3,34956
909,3101,112271,6,8,3,5.5,3.7,1.1,21.8,38183
909,3102,112272,14,22,3,10.5,11,1.8,18.3,37325
909,3103,112273,6,1,2,4.9,0.1,1,11.5,34074
909,3112,112274,9,11,1,5.4,4.7,0.9,24.4,36109
909,3114,112275,3,3,2,2.2,1.3,1,25,SUPP
909,3115,112276,12,5,2,3.8,1.9,0.7,18,39192
909,3116,112277,12,8,3,9.9,6.3,2.3,23.2,35614
909,3122,112279,6,5,3,4.1,1.9,0.7,13,36282
909,3123,112280,9,14,2,8.3,5.8,1,17.1,36394
909,3124,112281,6,8,1,4.1,3.4,0.7,17.3,36265
909,3125,112282,7,6,3,5.1,3.4,1,18,37670
909,3126,112283,6,4,3,3.6,3,2.6,20.3,31586
909,3128,112284,10,15,2,8.4,6.7,1.1,22.4,NA
909,3130,112286,8,7,2,4.1,3.2,0.6,12,34426
909,3132,112287,3,2,3,2.8,1.1,1.1,22.9,SUPP
909,3150,112289,12,19,8,11.8,14.8,5.5,18,38358
909,3200,112290,2,1,1,1.7,0.4,0.4,14.1,SUPP
909,3204,112293,3,4,2,2.7,2,0.6,16.3,SUPP
909,3206,112294,6,3,1,5.1,1.3,0.7,18.1,37860
909,3207,112295,2,2,2,1.1,1.5,1,27.8,SUPP
909,3209,112296,3,8,2,3,5.8,0.8,27.8,SUPP
909,3210,112297,8,16,3,6.4,5.6,1.9,19.5,36116
909,3211,112298,12,7,4,10,3.2,2.3,17.9,38176
909,3212,112299,11,4,2,5.6,2.6,0.9,25.2,34375
909,3301,112300,5,6,2,3.6,1.6,0.7,13.5,33600
909,3304,112301,5,3,2,3.8,1.9,0.7,18.2,36539
909,3305,112302,4,8,4,3.5,3.3,0.7,17.1,38636
909,3309,112303,7,5,2,5,2.1,0.6,17,37426
909,3310,141711,6,7,2,4,3.5,0.8,21.8,31161
909,3315,112305,6,6,2,5.5,4.5,1,22.4,35841
909,3316,112306,6,1,3,4.2,0.4,1,15.7,37291
909,3319,112307,9,5,1,8.4,2.8,1,18.4,34441
909,3322,112308,5,4,1,3.6,2.5,0.6,10.6,43357
909,3324,112309,3,2,1,2.4,0.8,0.6,20.4,SUPP
909,3328,112310,5,9,2,4.4,4.3,1.1,23,41202
909,3352,137686,8,6,2,7,3.5,1.4,19.4,41558
909,3354,112313,5,1,NA,4.2,0.6,NA,12.5,NA
909,3355,112314,5,4,2,4.8,1.6,0.9,16,40526
909,3356,112315,4,NA,1,2.4,NA,0.8,11.3,35204
909,3357,112316,5,4,3,3.5,1.4,0.8,21.4,38367
909,3358,112317,8,7,3,6.1,2.2,0.8,10.9,36219
909,3359,112318,6,7,1,3.2,1.9,0.8,17.3,33158
909,3360,112319,7,3,3,5,2.2,1.7,14.3,36330
909,3361,112320,3,2,2,2.2,1.4,0.8,10.5,SUPP
909,3362,112321,7,4,3,2.9,1.6,1,13.7,32730
909,3365,112322,15,17,5,10.5,9.4,2.6,18.7,NA
909,3367,112323,14,16,12,9.7,6.8,3.5,20.7,37943
909,3368,112324,8,10,4,5.1,2.7,0.8,18.2,36075
909,3370,112325,12,9,3,8.9,4.2,1.4,19.4,37040
909,3372,112326,4,2,3,2.4,1,0.8,11.7,40050
909,3373,112327,6,4,1,4.7,2.2,0.7,15.7,34610
909,3374,112328,7,6,3,5.4,1.8,1.1,16.3,36719
909,3381,112331,3,6,2,1.5,2.2,0.7,25,SUPP
909,3400,112332,4,3,2,2.9,2.4,0.7,13.6,35451
909,3401,112333,4,3,2,2.9,1.9,0.5,17.1,36485
909,3402,142106,7,4,1,5.9,1.4,0.8,12.6,NA
909,3404,112335,5,4,2,4.1,2.7,0.8,16.3,32762
909,3405,112336,5,2,2,5,2,2,20,31444
909,3410,112337,9,12,3,8.8,8.4,2.7,23.7,37438
909,3414,112338,7,6,2,7,4.7,1.5,22.3,41515
909,3415,112339,14,13,3,11.8,6.8,2.1,20.3,37269
909,3416,112340,9,7,3,9,5,1.6,22.8,35420
909,3450,112341,10,6,2,8.9,3.4,1.6,19.2,34350
909,3451,112342,6,6,5,4.8,2.6,1.8,20.4,43626
909,3452,112343,3,7,2,2.3,3.3,0.6,13.8,SUPP
909,3453,112344,6,5,3,4.3,2,0.8,15.6,37044
909,3500,112345,5,3,1,4.5,2.6,0.6,18.9,37580
909,3506,112348,10,8,3,8.6,6.1,1.4,19,37202
909,3508,112349,4,2,2,3.4,1,0.7,8.2,38645
909,3510,112350,7,4,2,5,3.2,0.7,14.8,NA
909,3514,112351,11,15,2,9.2,9.1,1.6,22.2,34556
909,3516,112352,4,5,1,2.7,3.4,0.7,19.9,32138
909,3519,112353,10,5,1,9.4,3.5,1,20.6,34014
909,3520,112354,15,7,3,14.2,5.2,2.8,21.4,35896
909,3521,112355,14,18,2,12.5,13.3,1.5,21.8,33004
909,3550,112356,4,6,1,3.1,2.3,0.5,21,40965
909,3551,112357,9,4,3,6.9,1.7,1.3,15.6,35646
909,3552,112358,7,4,1,5.2,1.7,1,21.8,39539
