ALPHAIND	LEA	ESTAB	URN	SCHNAME	SCHNAME_AC	NFTYPE	TABKS2	PTPRIORLO	PTPRIORAV	PTPRIORHI	PTL2BASICS_LL_PTQ_EE	PTEBACC_15_PTQ_EE	PTL2BASICS_3YR_PTQ_EE	PTAC5EM_PTQ_EE	ATT8SCR	ATT8SCRENG	ATT8SCRMAT	ATT8SCREBAC	ATT8SCROPENG	ATT8SCR_LO	ATT8SCR_AV	ATT8SCR_HI	ATT8SCR_15
25690	894	4000	142067	Holy Trinity School	Holy Trinity School	VA	0	0.15	0.56	0.29	0.57	NA	0.57	0.49	51.8	10	9.7	14.5	10.6	38.6	51.4	62.1	NA
32228	894	6905	135149	Madeley Academy	 	AC	0	0.11	0.61	0.28	0.72	0.21	0.61	0.64	51.4	10.8	10.5	13.4	11.5	35.1	49	62.4	NA
36372	894	4364	136516	Newport Girls' High School Academy Trust	 	ACC	0	0.0	0.02	0.98	1.0	SUPP	1.0	1.0	72.6	14.7	14.9	21.5	21.6	NE	SUPP	72	74.7
56998	894	4408	139766	The Telford Langley School	 	ACC	0	0.23	0.55	0.23	0.47	0.05	0.39	0.35	44.9	9.2	8.3	11	5.6	28.3	45.2	60.8	40.3
57000	894	4425	139536	The Telford Park School	 	ACC	0	0.21	0.68	0.12	0.24	0.05	0.26	0.23	38.6	7.8	6.6	10	7.3	20.6	39.5	57	38.6
57002	894	4001	142285	The Telford Priory School	 	ACC	0	0.18	0.57	0.25	0.41	NA	0.41	0.35	41.9	9.7	7.7	10.9	8.4	23.4	42.1	55.8	NA
57348	894	6900	123627	Thomas Telford School	 	CTC	0	0.02	0.41	0.57	0.98	0.66	0.95	0.94	63.1	12.6	12.5	19	18.5	SUPP	57.2	67.9	NA
63894	894	6001	123610	Wrekin College	 	IND	0	NP	NP	NP	0.67	0.0	0.72	0.63	51.2	9.6	9.9	16.9	11.4	NP	NP	NP	NA
806	895	6012	111478	Alderley Edge School for Girls	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	50.1	12.6	0	18.7	14.8	NP	NP	NP	NA
1022	895	4801	139139	All Hallows Catholic College	 	ACC	0	0.12	0.5	0.38	0.63	0.36	0.64	0.59	52.5	11.2	10.2	14.1	15.8	30.9	47.1	65.6	52.9
1420	895	4121	140108	Alsager School	 	ACC	0	0.11	0.47	0.42	0.73	0.31	0.72	0.67	54.6	11.2	10.9	15.8	15.9	38	49.7	64.2	NA
4384	895	6008	111474	Beech Hall School	 	IND	0	NP	NP	NP	0.47	0.13	0.4	0.47	45.9	9.4	8.7	13.6	14.2	NP	NP	NP	NA
7442	895	4220	136279	Brine Leas School	 	ACC	0	0.12	0.44	0.45	0.71	0.35	0.73	0.68	53.5	11.4	10.8	14.3	14.2	29.3	48.8	64.9	54.8
12772	895	4226	136655	Congleton High School	 	ACC	0	0.09	0.57	0.34	0.64	0.16	0.62	0.61	53.2	11.2	10.4	14.2	13.5	35.1	48.9	65.5	NA
13696	895	4004	142890	Crewe Engineering and Design UTC	 	FUTC	0								 	 	 	 	 	 	 	 	 
16448	895	4227	138662	Eaton Bank Academy	 	ACC	0	0.14	0.54	0.33	0.64	0.19	0.63	0.57	49.5	10	10.1	12.7	15.4	25.1	48.7	60.9	NA
18008	895	5401	136278	The Fallibroome Academy	 	ACC	0	0.11	0.5	0.39	0.79	0.4	0.8	0.73	54.8	11.4	11	15.1	17	29	50.6	66.5	56.2
25282	895	4165	137449	Holmes Chapel Comprehensive School	 	ACC	0	0.09	0.47	0.45	0.81	0.32	0.76	0.8	56.5	11.3	11.6	16	17.5	32.3	51.7	66.7	NA
28626	895	6007	111473	The King's School In Macclesfield	 	IND	0	NP	NP	NP	0.99	0.71	0.98	0.99	68.1	14.5	13.3	20.3	19.9	NP	NP	NP	NA
29278	895	4163	138002	Knutsford Academy	 	ACC	0	0.12	0.54	0.34	0.7	0.29	0.63	0.65	52	11.7	10.6	14	15.3	25.5	47.8	67.2	NA
29280	895	4002	140813	Knutsford Academy The Studio	 	FSS	0	0.17	0.58	0.25	0.54	NA	0.54	0.5	43.9	10.6	8.8	10.6	13.4	32.8	43.6	53.7	NA
32200	895	4001	137064	The Macclesfield Academy	 	AC	0	0.14	0.55	0.31	0.61	0.32	0.53	0.56	52	10.7	9.6	15	15	32	51	64.1	NA
32328	895	4143	111419	Malbank School and Sixth Form College	 	FD	0	0.13	0.47	0.4	0.64	0.17	0.61	0.53	48.1	10.3	9.5	12.7	13.1	25.5	44.7	58.4	NA
34138	895	4127	111410	Middlewich High School	 	CY	0	0.17	0.59	0.24	0.57	0.06	0.56	0.55	45.9	9.8	8.8	14	12.3	17.8	47.6	63.2	NA
37838	895	4003	142472	The Oaks Academy	 	AC	0								 	 	 	 	 	 	 	 	 
41248	895	4211	111436	Poynton High School	 	CY	0	0.1	0.43	0.46	0.7	0.39	0.7	0.68	55.5	11.6	10.4	16.3	16.6	33.1	50.9	64.7	NA
44558	895	4139	111417	Ruskin Community High School	 	CY	0	0.23	0.56	0.22	0.5	0.19	0.5	0.47	44.7	9.8	9.3	11.8	13.7	31.9	45.8	59	NA
51568	895	4612	139764	St Thomas More Catholic High School, A Specialist School for Maths & ICT	 	ACC	0	0.12	0.53	0.35	0.68	0.32	0.68	0.65	54.5	11.7	10.5	15.8	13.9	32.8	51.2	66.7	NA
52068	895	4123	136340	Sandbach High School and Sixth Form College	 	ACC	0	0.04	0.43	0.53	0.85	0.43	0.8	0.77	57.8	12.6	11.3	15.9	15.5	36.3	50.2	65.7	56.6
52072	895	6010	137491	Sandbach School	 	F	0	0.1	0.47	0.43	0.72	0.19	0.68	0.65	54.1	10.8	11.1	15.3	14.1	34.4	49.2	63.7	NA
52936	895	4144	142237	Shavington Academy	 	ACC	0	0.1	0.54	0.35	0.61	0.11	0.6	0.52	51.4	11.2	9.7	14.1	13	30	49.2	61.1	NA
53778	895	4000	139953	Sir William Stanier Community School	 	AC	0	0.22	0.52	0.26	0.34	0.08	0.43	0.3	41.2	8.8	8.4	10.1	10.7	30.5	39.7	54.2	NA
58796	895	4116	140791	Tytherington School	 	ACC	0	0.13	0.48	0.39	0.83	0.4	0.69	0.71	54.2	11.3	11.1	14.5	14.8	31.8	50.9	65.5	NA
62504	895	4225	111443	Wilmslow High School	 	CY	0	0.1	0.44	0.46	0.75	0.34	0.69	0.66	53.8	11.5	11.1	14.9	15.2	31.8	47.6	64.5	54
62	896	6018	111484	Abbey Gate College	 	IND	0	NP	NP	NP	0.88	0.24	0.88	0.88	59.6	12.2	11.7	17.6	18.1	NP	NP	NP	NA
5528	896	4158	111424	Bishop Heber High School	 	FD	0	0.06	0.47	0.47	0.8	0.47	0.74	0.78	59.7	12.1	11.1	17.5	11.7	31.5	55.1	67.6	NA
5626	896	4623	136543	The Bishops' Blue Coat Church of England High School	 	ACC	0	0.16	0.57	0.27	0.61	0.25	0.64	0.58	51.2	10.6	9.4	14	11.4	30.6	50.8	63.9	NA
5886	896	4006	111396	Blacon High School, A Specialist Sports College	 	FD	0	0.22	0.61	0.18	0.63	0.16	0.55	0.53	49	10.2	9.4	10.9	7.3	35.4	50.5	60.9	NA
10040	896	4603	139343	The Catholic High School, Chester A Specialist Science College	 	ACC	0	0.17	0.54	0.3	0.64	0.32	0.58	0.6	52	11.7	9.8	13.6	14.9	35.1	52.1	63.6	51.4
11564	896	4149	136645	Christleton High School	 	ACC	0	0.09	0.47	0.44	0.75	0.21	0.73	0.71	53.9	11.6	10.9	13.8	16.4	26.3	48.3	65.9	NA
13334	896	4134	138743	The County High School Leftwich	 	ACC	0	0.13	0.5	0.37	0.89	0.45	0.79	0.86	58.3	11.8	12.1	16.6	15	40.7	55.2	68.9	NA
13590	896	6017	111483	Cransley School	 	IND	0	NP	NP	NP	0.62	0.42	0.74	0.62	56.3	11.4	10	16.6	18.3	NP	NP	NP	NA
16962	896	4611	111451	Ellesmere Port Catholic High School	 	VA	0	0.17	0.6	0.23	0.53	0.35	0.58	0.51	50.3	10.5	9.1	14.2	15.2	34.9	49.4	63.5	NA
20842	896	6005	111471	The Grange School	 	IND	0	NP	NP	NP	0.2	0.0	0.12	0.2	58.9	14.7	3.2	20.7	18.6	NP	NP	NP	NA
22270	896	6016	111482	The Hammond	 	IND	0	NP	NP	NP	0.75	0.12	0.68	0.75	53.6	11.4	9.8	14.6	17.4	NP	NP	NP	NA
22864	896	4001	138148	Hartford Church of England High School	 	VA	0	0.15	0.5	0.35	0.77	0.46	0.71	0.71	52.9	11.1	10.6	14.7	14.9	30.3	50.1	65.7	NA
23764	896	4221	111440	Helsby High School	 	CY	0	0.07	0.48	0.45	0.71	0.39	0.7	0.66	54.8	11.3	10.2	15.6	17.5	29.9	50.7	63.4	NA
27270	896	6002	142332	Jefferson House	 	IND	0	NP	NP	NP	SUPP	NA	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	SUPP	NP	NP	NP	NA
28616	896	6019	111485	The King's School	 	IND	0	NP	NP	NP	0.0	0.0	0.05	0.0	28.5	0	6.1	11.1	10.4	NP	NP	NP	NA
35708	896	4100	138318	Neston High School	 	ACC	0	0.15	0.55	0.3	0.67	0.2	0.63	0.66	53.1	11.6	9.9	13.7	13.3	32.3	52.2	64.5	NA
42004	896	4007	111397	Queen's Park High School	 	CY	0	0.26	0.55	0.18	0.45	0.24	0.45	0.42	46.6	10.8	8.6	13.2	13	31.9	48.5	63.6	NA
42024	896	6020	111486	The Queen's School	 	IND	0	NP	NP	NP	0.0	0.0	0.0	0.0	43.6	13.6	0.1	12.7	16.2	NP	NP	NP	NA
50252	896	4610	111450	St Nicholas Catholic High School	 	VA	0	0.08	0.54	0.38	0.78	0.3	0.77	0.74	55.3	11.6	10.8	15.5	16.9	39.4	50.9	65.5	NA
56886	896	4135	138483	Tarporley High School and Sixth Form College	 	ACC	0	0.09	0.52	0.39	0.79	0.38	0.79	0.76	58.4	12.7	11.3	16.5	17.8	38.7	54.9	67.2	NA
58918	896	4000	137582	University of Chester Academy Northwich	 	AC	0	0.24	0.49	0.27	0.5	0.09	0.45	0.5	47.1	10.3	8.9	13.4	11.3	32.4	48.7	58.3	NA
58920	896	6905	135941	University of Chester CE Academy	 	AC	0	0.31	0.52	0.16	0.39	0.05	0.44	0.37	38.6	9.5	7.3	7.8	6.3	26.3	40.4	55.3	NA
59072	896	4153	111422	Upton-by-Chester High School	 	FD	0	0.15	0.43	0.42	0.7	0.32	0.61	0.67	54.5	11.4	10.8	15.8	15.9	37.3	50.1	64.3	NA
60294	896	4132	111414	Weaverham High School	 	FD	0	0.13	0.45	0.42	0.78	0.4	0.73	0.72	56.3	11.9	10.7	16.4	14.2	33	52.8	67.8	NA
61608	896	4167	111429	The Whitby High School	 	FD	0	0.17	0.54	0.29	0.63	0.22	0.5	0.57	47.5	9.5	9.3	12.2	10.7	26.1	46.4	62.8	NA
62770	896	6906	136184	The Winsford Academy	 	AC	0	0.31	0.56	0.13	0.41	0.01	0.39	0.37	43.8	9.3	8.6	9.7	8.5	28.9	48	63.1	NA
6182	908	4154	136383	Bodmin College	 	ACC	0	0.25	0.54	0.21	0.48	0.13	0.45	0.45	42.9	8.8	8.3	11	7.8	20.8	46	60.6	NA
6946	908	4155	112050	Brannel School	 	FD	0	0.24	0.56	0.2	0.48	0.16	0.49	0.42	40.7	9.4	8.5	10.4	9.9	25.6	41.5	56.8	NA
8440	908	4150	112045	Budehaven Community School	 	FD	0	0.22	0.54	0.24	0.7	0.15	0.58	0.6	46.7	10.9	9.5	11.6	13	27.7	47.8	61.8	NA
9272	908	4158	136524	Camborne Science and International Academy	 	ACC	0	0.14	0.52	0.34	0.7	0.22	0.7	0.7	54.3	11	10.3	14.5	10.3	32.9	52.8	65.1	NA
9482	908	4169	112063	Cape Cornwall School	 	FD	0	0.26	0.51	0.23	0.53	0.17	0.53	0.5	48	11.2	8.9	12.1	12.2	28.9	50.3	65.4	NA
18018	908	4152	137223	Falmouth School	 	ACC	0	0.14	0.54	0.31	0.73	0.17	0.66	0.72	54.9	11.2	11	15.8	14.7	37.3	53	65.9	NA
19158	908	4001	140836	Fowey River Academy	 	AC	0	0.18	0.56	0.26	0.59	0.19	0.56	0.53	47.8	10.1	9	12.8	10.1	21.5	49.3	61.9	NA
